tweet,tweet_tokenized
#SoyFeminista Porque las mujeres estamos tan capacitadas como los hombres para cualquier cargo público o de gerencia. Porque abogo por más meritocracia y menos exclusión.  https://t.co/yLfMu3HBSz,"['soyfeminista', 'mujeres', 'tan', 'capacitadas', 'hombres', 'cualquier', 'cargo', 'público', 'gerencia', 'abogo', 'meritocracia', 'menos', 'exclusión']"
Moby - In This world  https://t.co/okngH05NNf,"['moby', 'in', 'this', 'world']"
Moby | Why Does My Heart Feel So Bad? (2014 Remastered Version)  https://t.co/AsfhghakVu,"['moby', 'why', 'does', 'my', 'heart', 'feel', 'so', 'bad', 'remastered', 'version']"
"Este mundito no es nada sin música. El mundo, sin música, no lo quiero.","['mundito', 'música', 'mundo', 'música', 'quiero']"
Portishead - Glory Box (HD Version)  https://t.co/0ZgziO9KBt,"['portishead', 'glory', 'box', 'hd', 'version']"
Hahaha accurate. Me he topado com todas las reacciones 😂,"['hahaha', 'accurate', 'topado', 'com', 'todas', 'reacciones']"
#SoyFeminista porque este pensamiento retrógrada tiene que cambiar urgentemente  https://t.co/lLk6ov9Bia,"['soyfeminista', 'pensamiento', 'retrógrada', 'cambiar', 'urgentemente']"
#SoyFeminista porque espero que la mujer que no quiere tener hijos deje de ser criticada por la sociedad  https://t.co/TMh8R2EkIT,"['soyfeminista', 'espero', 'mujer', 'quiere', 'tener', 'hijos', 'deje', 'ser', 'criticada', 'sociedad']"
Porque el fútbol y la danza no tienen género. Ni la ingeniería o la docencia. Ni la ciencia o la cocina. Porque creo en la igualdad de género #SoyFeminista  https://t.co/gDXpP7FmiU,"['fútbol', 'danza', 'género', 'ingeniería', 'docencia', 'ciencia', 'cocina', 'creo', 'igualdad', 'género', 'soyfeminista']"
"Lenny Kravitz, ""I Belong To You""  https://t.co/vS93K4bMsz","['lenny', 'kravitz', 'belong', 'to', 'you']"
Gotan Project   Triptico  https://t.co/pnvBdGjlqU,"['gotan', 'project', 'triptico']"
Bajofondo - Infiltrado  https://t.co/tPM8BU41Mp,"['bajofondo', 'infiltrado']"
@BlueDragon3285 Gracias!,"['bluedragon', 'gracias']"
@oliverggl,['oliverggl']
"Quiero ver Hustlers, la peli de JLo, ¿Alguien por aquí me recomienda un sitio para verla online?","['quiero', 'ver', 'hustlers', 'peli', 'jlo', '¿alguien', 'aquí', 'recomienda', 'sitio', 'verla', 'online']"
"@diogelis @ceroembuste Shock total... el emprendimiento, pues.","['diogelis', 'ceroembuste', 'shock', 'total', 'emprendimiento', 'pues']"
@diogelis @ceroembuste Whaaaat? La locura,"['diogelis', 'ceroembuste', 'whaaaat', 'locura']"
@lorebornacelly 😭,['lorebornacelly']
"@nstrappazzonc jajajaja te pasaste, no entiendo nada xD","['nstrappazzonc', 'jajajaja', 'pasaste', 'entiendo', 'xd']"
El 2019 fue muy denso,['denso']
Lucio Battisti - La canzone del sole  https://t.co/Enf0Qwr3tk,"['lucio', 'battisti', 'canzone', 'sole']"
#LucioBattisti sus canciones son un libro abierto sobre la vida y el amor💙 qué genio | La Collina dei ciliegi - Lucio Battisti  https://t.co/PhrMunI0o8,"['luciobattisti', 'canciones', 'libro', 'abierto', 'vida', 'amor💙', 'genio', 'collina', 'dei', 'ciliegi', 'lucio', 'battisti']"
@eversalazar JAJAJAJAJAJA,"['eversalazar', 'jajajajajaja']"
Yo siempre 😭   sufroooo como Sansa.,"['siempre', 'sufroooo', 'sansa']"
"A este mundo le hace falta leer. Promover la lectura creo que es el objetivo más difícil y que más falta hace. Para ampliar el criterio, para elegir mejores gobernantes, tomar mejores decisiones, para respetar al otro, para saber que tenemos DEMASIADO que aprender: HAY QUE LEER.","['mundo', 'hace', 'falta', 'leer', 'promover', 'lectura', 'creo', 'objetivo', 'difícil', 'falta', 'hace', 'ampliar', 'criterio', 'elegir', 'mejores', 'gobernantes', 'tomar', 'mejores', 'decisiones', 'respetar', 'saber', 'demasiado', 'aprender', 'leer']"
"@gladylisflores No hay que combatir el odio con más odio, querida.  -Sale corriendo para que no le peguen.","['gladylisflores', 'combatir', 'odio', 'odio', 'querida', 'sale', 'corriendo', 'peguen']"
"Es así. En ningún tipo de violencia la culpa es de la víctima y las mujeres llevamos siglos en desventaja. A quienes compartieron, admiro su valor y les deseo mucha fuerza para superar el daño que un enfermo les causó y que su entorno les obligó a callar #ElVioladorEresTu","['así', 'ningún', 'tipo', 'violencia', 'culpa', 'víctima', 'mujeres', 'llevamos', 'siglos', 'desventaja', 'compartieron', 'admiro', 'valor', 'deseo', 'mucha', 'fuerza', 'superar', 'daño', 'enfermo', 'causó', 'entorno', 'obligó', 'callar', 'elvioladorerestu']"
"...con el que la sociedad y hasta la prensa trata las historias de abuso. Hace poco vi un debate en la Rai (canal de TV en Italia) en el que una abogada repudiaba el titular de 1era página ""La asesinó porque fue infiel"". Ella dijo: ""¡No! La mató xq es un asesino, un psicópata""","['sociedad', 'prensa', 'trata', 'historias', 'abuso', 'hace', 'vi', 'debate', 'rai', 'canal', 'tv', 'italia', 'abogada', 'repudiaba', 'titular', 'página', 'asesinó', 'infiel', 'dijo', '¡no', 'mató', 'xq', 'asesino', 'psicópata']"
"Mi admiración para todas las mujeres que contaron sus historias de abuso a raíz de la canción protesta del colectivo @lastesisoficial. La culpa no es de la mujer, ni de dónde estaba ni cómo vestía. Me alegra que se esté comenzando a romper ese paradigma horrendo...","['admiración', 'todas', 'mujeres', 'contaron', 'historias', 'abuso', 'raíz', 'canción', 'protesta', 'colectivo', 'lastesisoficial', 'culpa', 'mujer', 'dónde', 'cómo', 'vestía', 'alegra', 'comenzando', 'romper', 'paradigma', 'horrendo']"
@lorebornacelly Regaño total 😠,"['lorebornacelly', 'regaño', 'total']"
@Dayidayi A veces me siento así  https://t.co/a1dMpXfu2g,"['dayidayi', 'veces', 'siento', 'así']"
Te lo pedimos señor,"['pedimos', 'señor']"
Twitter es la mejor red social.,"['twitter', 'mejor', 'red', 'social']"
"@Leonervis Chama, cero fan de la gaita, no me gustó nunca. Me suena más navideña la música de La Billos 😂","['leonervis', 'chama', 'cero', 'fan', 'gaita', 'gustó', 'nunca', 'suena', 'navideña', 'música', 'billos']"
Maleducado es poco. Qué vergüenza que sea profesor 😡🤯,"['maleducado', 'vergüenza', 'profesor', '😡🤯']"
@gladylisflores @Leonervis Señora suelte la crema de árnica antes de tuitear,"['gladylisflores', 'leonervis', 'señora', 'suelte', 'crema', 'árnica', 'tuitear']"
@raulvejarw porque además hay muchos xD  Yo obviamente vi hoy el de Rachel's thanksgiving trifle xD,"['raulvejarw', 'además', 'xd', 'obviamente', 'vi', 'hoy', 'rachel', 'thanksgiving', 'trifle', 'xd']"
Julieta Venegas - Me Voy (Video Oficial)  https://t.co/f7oyAioMLS¡,"['julieta', 'venegas', 'voy', 'video', 'oficial']"
"Por Pedro, por todos los que son ajusticiados impunemente, porque hay que denunciar. Los invito a escuchar este relato del estado Bolívar, al sur de #Venezuela #VocesDelDesamparo","['pedro', 'ajusticiados', 'impunemente', 'denunciar', 'invito', 'escuchar', 'relato', 'bolívar', 'sur', 'venezuela', 'vocesdeldesamparo']"
"Hoy literalmente entendí el significado de la palabra ""requemar"". Lo entendí en la práctica. Y ahora me da más risa lo que decían mis alumnos cuando di clases HAHA.","['hoy', 'literalmente', 'entendí', 'significado', 'palabra', 'requemar', 'entendí', 'práctica', 'ahora', 'da', 'risa', 'decían', 'alumnos', 'di', 'clases', 'haha']"
"@oliverggl @tanquedecasma @Robertprensa @AnnieCAStillo86 @rossmmos @tintadejeanpaul @agodenzi @R3_81 @EduRojas__92 @jtanttex2 @danilovb1 @Jazm0921 @enrikebrujo @fernandommori @ilazo @claushot @oscarfmurillo @oscardelgado025 @MarcosDavidV @Ramses_Siverio 3 salsas, 5 arrobas -El Cantante - Héctor Lavoe -Idilio - Willie Colón -Conciencia - Gilberto Santa Rosa  Ahora mis arrobas (this should be fun haha): @lorebornacelly @giovannapll @AriannySalas @gladylisflores @jonaspasquali","['oliverggl', 'tanquedecasma', 'robertprensa', 'anniecastillo', 'rossmmos', 'tintadejeanpaul', 'agodenzi', 'edurojas', 'jtanttex', 'danilovb', 'jazm', 'enrikebrujo', 'fernandommori', 'ilazo', 'claushot', 'oscarfmurillo', 'oscardelgado', 'marcosdavidv', 'ramses', 'siverio', 'salsas', 'arrobas', 'cantante', 'héctor', 'lavoe', 'idilio', 'willie', 'colón', 'conciencia', 'gilberto', 'santa', 'rosa', 'ahora', 'arrobas', 'this', 'should', 'be', 'fun', 'haha', 'lorebornacelly', 'giovannapll', 'ariannysalas', 'gladylisflores', 'jonaspasquali']"
"@oliverggl Heyyy, Oliii! Fan de este reto porque justamente en estos días estaba pensando que la salsa, de verdad, es un género superior a todos xD","['oliverggl', 'heyyy', 'oliii', 'fan', 'reto', 'justamente', 'días', 'pensando', 'salsa', 'verdad', 'género', 'superior', 'xd']"
Arctic Monkeys - Knee Socks  https://t.co/YoNb6KzzQf,"['arctic', 'monkeys', 'knee', 'socks']"
@JasAcv2 ... Did it again,"['jasacv', 'did', 'it', 'again']"
@JasAcv2 Esa es la moraLEja...   hahahahaha sorry no lo pude evitar xD,"['jasacv', 'moraleja', 'hahahahaha', 'sorry', 'pude', 'evitar', 'xd']"
Cut Me Deep  https://t.co/uzPviWzgno,"['cut', 'deep']"
Robbie Williams - Candy (Official Video)  https://t.co/uifwBK7qbU,"['robbie', 'williams', 'candy', 'official', 'video']"
deftones - Hole in the Earth  https://t.co/wqR2zRyJeM,"['deftones', 'hole', 'in', 'the', 'earth']"
Todavía no he asimilado esta navidad sin pan de jamón. Estoy en negación.,"['todavía', 'asimilado', 'navidad', 'pan', 'jamón', 'negación']"
"@elqvixote @GEDV86 Pero lo que hace socialista al gobierno de Chávez o Maduro son otras cosas, no la 8va estrella de la bandera. Puede revisar el hilo que recomendó Germán.","['elqvixote', 'gedv', 'hace', 'socialista', 'gobierno', 'chávez', 'maduro', 'cosas', 'va', 'estrella', 'bandera', 'puede', 'revisar', 'hilo', 'recomendó', 'germán']"
@GEDV86 @elqvixote I see your point... but still!! 😂,"['gedv', 'elqvixote', 'see', 'your', 'point', 'but', 'still']"
"@GEDV86 ay, amigo, para los que les molesta la bandera de 8 estrellas* jajajaja","['gedv', 'ay', 'amigo', 'molesta', 'bandera', 'estrellas', 'jajajaja']"
"#WomenAppreciationWednesday Dedicado a las nuevas mamás que lidian con los prejuicios sobre lactancia materna, reincorporarse al trabajo o recuperar su figura después del parto. Este mundo es muy injusto, pero ustedes pueden con esto, a su ritmo, con paciencia. You got this!","['womenappreciationwednesday', 'dedicado', 'nuevas', 'mamás', 'lidian', 'prejuicios', 'lactancia', 'materna', 'reincorporarse', 'trabajo', 'recuperar', 'figura', 'después', 'parto', 'mundo', 'injusto', 'ustedes', 'pueden', 'ritmo', 'paciencia', 'you', 'got', 'this']"
"3. La reaparición del sarampión evidenció el precario monitoreo epidemiológico y sist. de vacunación en #Venezuela. 3 años después, vuelve a ser noticia con la confirmación de un caso autóctono de fiebre amarilla  https://t.co/V16EZ5iqnp","['reaparición', 'sarampión', 'evidenció', 'precario', 'monitoreo', 'epidemiológico', 'sist', 'vacunación', 'venezuela', 'años', 'después', 'vuelve', 'ser', 'noticia', 'confirmación', 'caso', 'autóctono', 'fiebre', 'amarilla']"
"2. Un año después, en julio de 2017, reapareció el sarampión en Venezuela, al sur, en el municipio Caroní del estado Bolívar, y este año hubo casos confirmaos en 10 estados del país  https://t.co/dWA79xfOq6","['año', 'después', 'julio', 'reapareció', 'sarampión', 'venezuela', 'sur', 'municipio', 'caroní', 'bolívar', 'año', 'casos', 'confirmaos', 'país']"
"1. Venezuela está en grave retroceso. El 27.09.2016, la OMS declaró a la región de las Américas como ""libre de sarampión"", tras un plan de vacunación aplicado durante 22 años.  https://t.co/9zBcoVSrVH","['venezuela', 'grave', 'retroceso', 'oms', 'declaró', 'región', 'américas', 'libre', 'sarampión', 'tras', 'plan', 'vacunación', 'aplicado', 'años']"
"Venezuela sigue retrocediendo en salud pública. La reaparición de la fiebre amarilla este año se suma a las de la difteria y el sarampión. Enfermedades prevenibles por vacunas, que habían sido extinguidas del país, vuelven como consecuencia de la pésima gestión del gobierno","['venezuela', 'sigue', 'retrocediendo', 'salud', 'pública', 'reaparición', 'fiebre', 'amarilla', 'año', 'suma', 'difteria', 'sarampión', 'enfermedades', 'prevenibles', 'vacunas', 'sido', 'extinguidas', 'país', 'vuelven', 'consecuencia', 'pésima', 'gestión', 'gobierno']"
"La dolarización ha sido el salvavidas de los venezolanos, sí, pero gracias a las remesas de quienes se han ido, gracias a quienes reciben pagos del exterior, Venezuela no es auto sustentable y el propio Maduro sacó al dólar como moneda para contratar con Estado en 2017","['dolarización', 'sido', 'salvavidas', 'venezolanos', 'gracias', 'remesas', 'ido', 'gracias', 'reciben', 'pagos', 'exterior', 'venezuela', 'auto', 'sustentable', 'propio', 'maduro', 'sacó', 'dólar', 'moneda', 'contratar']"
"Maduro ahora apoya la dolarización que hace tiempo se da en Venezuela, de manera muy informal. Qué frescura haber acabado con el poder aquisitivo del bolívar, fracasado en todos los planes económicos y ahora aplaudir el sistema al que han migrado los venezolanos por necesidad","['maduro', 'ahora', 'apoya', 'dolarización', 'hace', 'tiempo', 'da', 'venezuela', 'manera', 'informal', 'frescura', 'haber', 'acabado', 'poder', 'aquisitivo', 'bolívar', 'fracasado', 'planes', 'económicos', 'ahora', 'aplaudir', 'sistema', 'migrado', 'venezolanos', 'necesidad']"
"I can't describe how much I love this album, @sigurros 💙 thank you for your music |  https://t.co/Ow3UcVGpVr","['can', 'describe', 'how', 'much', 'love', 'this', 'album', 'sigurros', 'thank', 'you', 'for', 'your', 'music']"
Us And Them  https://t.co/isjDEeKeZy,"['us', 'and', 'them']"
Arctic Monkeys - Old Yellow Bricks  https://t.co/04LjlaScVD,"['arctic', 'monkeys', 'old', 'yellow', 'bricks']"
09 Linkin Park - Breaking The Habit  https://t.co/tM9VtCDz3y,"['linkin', 'park', 'breaking', 'the', 'habit']"
#Venezuela,['venezuela']
Estudiantes de la Uneg continúan en protesta por cierre de sede principal en Puerto Ordaz  https://t.co/JruIOd06kG vía @ElPitazoTV,"['estudiantes', 'uneg', 'continúan', 'protesta', 'cierre', 'sede', 'principal', 'puerto', 'ordaz', 'vía', 'elpitazotv']"
"Este documental de @dw_espanol está excelente para entender el problema de contaminación con plástico, la responsabilidad de las empresas y lo poco que se hace | Coca-Cola y un mundo lleno de basura | DW Documental  https://t.co/hrUPcSw5Ev vía","['documental', 'dw', 'espanol', 'excelente', 'entender', 'problema', 'contaminación', 'plástico', 'responsabilidad', 'empresas', 'hace', 'coca', 'cola', 'mundo', 'lleno', 'basura', 'dw', 'documental', 'vía']"
"@uTombou @RAEinforma De nada, saludos! :)","['utombou', 'raeinforma', 'saludos']"
"@uTombou @RAEinforma Aquí el enlace  https://t.co/mFzJpXqEXf ""La polémica sobre cuál de estas denominaciones resulta más apropiada está hoy superada. El término español resulta más recomendable por carecer de ambigüedad, ya que se refiere de modo unívoco a la lengua que hablan hoy...""","['utombou', 'raeinforma', 'aquí', 'enlace', 'polémica', 'cuál', 'denominaciones', 'resulta', 'apropiada', 'hoy', 'superada', 'término', 'español', 'resulta', 'recomendable', 'carecer', 'ambigüedad', 'refiere', 'modo', 'unívoco', 'lengua', 'hablan', 'hoy']"
"@uTombou Bueno, según leí, hoy por hoy la @RAEinforma  recomienda utilizar el término ""español"" para la lengua hablada en España y América Latina. Castellano aplicaría para el dialecto que se habla en la región de Castillas.","['utombou', 'bueno', 'según', 'leí', 'hoy', 'hoy', 'raeinforma', 'recomienda', 'utilizar', 'término', 'español', 'lengua', 'hablada', 'españa', 'américa', 'latina', 'castellano', 'aplicaría', 'dialecto', 'habla', 'región', 'castillas']"
 https://t.co/oOTH0yZpWK,[]
"Así que sí, los latinos hablamos español :)","['así', 'latinos', 'hablamos', 'español']"
"Hace tiempo conté por aquí que me preguntaron que si de verdad hablaba español, pues no era de España.  Algunos me respondieron que en Latinoamérica se habla ""castellano"".  He leído sobre el tema y ""español"" y ""castellano"" son sinónimos desde el punto de vista lingüístico.","['hace', 'tiempo', 'conté', 'aquí', 'preguntaron', 'si', 'verdad', 'hablaba', 'español', 'pues', 'españa', 'respondieron', 'latinoamérica', 'habla', 'castellano', 'leído', 'tema', 'español', 'castellano', 'sinónimos', 'punto', 'vista', 'lingüístico']"
"@GEDV86 @GuilloDz Vine a Twitter a lo mismo, a buscar respuestas. No entiendo nada de nada. La protesta con desnudo es una cosa, desarmados ante la injusticia o autoritarismo, ok. ¿Pero dildos?  Si alguien entiende, comente en este hilo y justifique su respuesta.","['gedv', 'guillodz', 'vine', 'twitter', 'mismo', 'buscar', 'respuestas', 'entiendo', 'protesta', 'desnudo', 'cosa', 'desarmados', 'injusticia', 'autoritarismo', 'ok', '¿pero', 'dildos', 'si', 'alguien', 'entiende', 'comente', 'hilo', 'justifique', 'respuesta']"
Ojo...,['ojo']
"Si tienes algún familiar o allegado que haya desaparecido en las minas del sur de #Venezuela #Bolivas, contacta a @Codehciu  https://t.co/iaP735UsAh","['si', 'algún', 'familiar', 'allegado', 'desaparecido', 'minas', 'sur', 'venezuela', 'bolivas', 'contacta', 'codehciu']"
@Natalie_Morfe ¡Gracias!,"['natalie', 'morfe', '¡gracias']"
"@andrepuche Y me lo preguntó alguien que tiene meses conociéndome y me ha escuchado hablar español. Básicamente piensa que si los sudamericanos vamos a España, necesitaríamos un traductor. Complejo.","['andrepuche', 'preguntó', 'alguien', 'meses', 'conociéndome', 'escuchado', 'hablar', 'español', 'básicamente', 'piensa', 'si', 'sudamericanos', 'vamos', 'españa', 'necesitaríamos', 'traductor', 'complejo']"
@GEDV86 Me muero,"['gedv', 'muero']"
"Hoy me preguntaron si hablo español. Ante mi sorpresa, me explican -""Es que como no eres española"".  Respondo que en América Latina se habla español (excepto Brasil), -""¿Seguro?"".  💭  Fin.","['hoy', 'preguntaron', 'si', 'hablo', 'español', 'sorpresa', 'explican', 'española', 'respondo', 'américa', 'latina', 'habla', 'español', 'excepto', 'brasil', '¿seguro', 'fin']"
Los tequeños no tienen rival. Son los reyes de los pasapalos de todo el mundo. Los extraño mucho.,"['tequeños', 'rival', 'reyes', 'pasapalos', 'mundo', 'extraño']"
Stronger focus on nutrition within health services could save 3.7 million lives  by 2025  https://t.co/p64fvvO2N6,"['stronger', 'focus', 'on', 'nutrition', 'within', 'health', 'services', 'could', 'save', 'million', 'lives', 'by']"
"En el #WorldFoodDay recordemos que en #Venezuela se se padecen los peores índices de desnutrición en años, por pésimas políticas alimentarias y de salud pública. La Organización Mundial de la Salud insiste en la necesidad de una buena nutrición para c/ etapa de la vida.","['worldfoodday', 'recordemos', 'venezuela', 'padecen', 'peores', 'índices', 'desnutrición', 'años', 'pésimas', 'políticas', 'alimentarias', 'salud', 'pública', 'organización', 'mundial', 'salud', 'insiste', 'necesidad', 'buena', 'nutrición', 'etapa', 'vida']"
"La vida es mejor con amigos. Yo me siento afortunada de tener a los míos. Quiéranse mucho ustedes y a sus amigos, que seguro también son lo máximo 💙 #ElTuitRosaDelDía","['vida', 'mejor', 'amigos', 'siento', 'afortunada', 'tener', 'quiéranse', 'ustedes', 'amigos', 'seguro', 'máximo', 'eltuitrosadeldía']"
¡Felicidades! @ArmandoInfo sigue dejando en alto el periodismo independiente que se hace en #Venezuela a pesar de las dificultades. Muy merecido.,"['¡felicidades', 'armandoinfo', 'sigue', 'dejando', 'alto', 'periodismo', 'independiente', 'hace', 'venezuela', 'pesar', 'dificultades', 'merecido']"
"Pero en Venezuela usted no escucha al gremio de maestros que pide salarios dignos, ni al de enfermeras... Se han suspendido arbitrariamente las elecciones de varios sindicatos en las empresas básicas de #Guayana porque los dirigentes piensan distinto al gobierno. Diferencias.","['venezuela', 'usted', 'escucha', 'gremio', 'maestros', 'pide', 'salarios', 'dignos', 'enfermeras', 'suspendido', 'arbitrariamente', 'elecciones', 'varios', 'sindicatos', 'empresas', 'básicas', 'guayana', 'dirigentes', 'piensan', 'distinto', 'gobierno', 'diferencias']"
Esto fue hace 3 días y Alta Vista sigue sin agua #PuertoOrdaz,"['hace', 'días', 'alta', 'vista', 'sigue', 'agua', 'puertoordaz']"
#PuertoOrdaz Hay zonas de Alta Vista donde no llega agua desde hace 4 días. @Hidrobolivar_ ni asoma cisternas o explicaciones.,"['puertoordaz', 'zonas', 'alta', 'vista', 'llega', 'agua', 'hace', 'días', 'hidrobolivar', 'asoma', 'cisternas', 'explicaciones']"
Madonna - Die Another Day (Official Music Video)  https://t.co/uVIvuXzoYS vía @YouTube,"['madonna', 'die', 'another', 'day', 'official', 'music', 'video', 'vía', 'youtube']"
"También es tendencia ""Italexit"", pero afortunadamente es más gente en contra de esa idea que gente apoyándola. Sí, hay políticos promoviendo la salida de Italia de la UE desde hace tiempo... -.-","['tendencia', 'italexit', 'afortunadamente', 'gente', 'idea', 'gente', 'apoyándola', 'políticos', 'promoviendo', 'salida', 'italia', 'ue', 'hace', 'tiempo']"
"Twitter en Italia es un lugar extraño. Ahora mismo es tendencia ""sto piangendo"" (estoy llorando) y por más que exploro, no veo la razón. La gente pone que si ""sto piangendo es tendencia y por eso quiero tuitearlo yo también"". #Ahok","['twitter', 'italia', 'lugar', 'extraño', 'ahora', 'mismo', 'tendencia', 'sto', 'piangendo', 'llorando', 'exploro', 'veo', 'razón', 'gente', 'pone', 'si', 'sto', 'piangendo', 'tendencia', 'quiero', 'tuitearlo', 'ahok']"
El nuevo gobierno italiano traslada una gran confianza en el mercado de bonos  https://t.co/5Mz9FS7VuH,"['nuevo', 'gobierno', 'italiano', 'traslada', 'gran', 'confianza', 'mercado', 'bonos']"
💙|  https://t.co/1aEpe4BldU,[]
I believe all of that too | Savage Garden - Affirmation (Official Video)  https://t.co/7uOPffMQnS,"['believe', 'all', 'of', 'that', 'too', 'savage', 'garden', 'affirmation', 'official', 'video']"
La verdad sobre las dietas detox explicada por la increíble @SaschaFitness   https://t.co/b6Zp7WZD45,"['verdad', 'dietas', 'detox', 'explicada', 'increíble', 'saschafitness']"
Expertos entregan a la ONU un informe que evidencia lo poco preparados que están muchos Estados si hubiera un brote de una enfermedad desconocida | El mundo tiene que prepararse para la próxima gran pandemia letal  https://t.co/SzAzGWfOL3 vía @Planeta_Futuro,"['expertos', 'entregan', 'onu', 'informe', 'evidencia', 'preparados', 'si', 'brote', 'enfermedad', 'desconocida', 'mundo', 'prepararse', 'próxima', 'gran', 'pandemia', 'letal', 'vía', 'planeta', 'futuro']"
"Y esta, mi favorita de Ojos Así | Shakira - Ojos Así  https://t.co/zwRr5PlvOo","['favorita', 'ojos', 'así', 'shakira', 'ojos', 'así']"
"This is a timeless performance | @Shakira - Whenever, Wherever (Live)  https://t.co/3CSpGaqYb6","['this', 'is', 'timeless', 'performance', 'shakira', 'whenever', 'wherever', 'live']"
"Vengo con una recomendación para este fin de semana y es el film Dumplin' de @NetflixLAT. Qué película más bella sobre aceptación e inclusión :') ¡Tienen que verla!   (Y no es solo porque soy fan de Jennifer Aniston jajaja, really, la peli está genial)","['vengo', 'recomendación', 'fin', 'semana', 'film', 'dumplin', 'netflixlat', 'película', 'bella', 'aceptación', 'inclusión', '¡tienen', 'verla', 'solo', 'fan', 'jennifer', 'aniston', 'jajaja', 'really', 'peli', 'genial']"
@arturolares A mí también. Y Christopher Walken  fue muy buena elección.,"['arturolares', 'christopher', 'walken', 'buena', 'elección']"
@gladylisflores @Danielameza @elianajv @Jhoalys @Jackkk_mc No sé a cuál de todas estas problemáticas hay que abocarse más rápido xD,"['gladylisflores', 'danielameza', 'elianajv', 'jhoalys', 'jackkk', 'mc', 'sé', 'cuál', 'todas', 'problemáticas', 'abocarse', 'rápido', 'xd']"
Fatboy Slim - Weapon Of Choice [Official Video]  https://t.co/yH54RlHmr9,"['fatboy', 'slim', 'weapon', 'of', 'choice', 'official', 'video']"
La Fiscalía Antiterrorista asume la investigación del ataque de París  https://t.co/KMw5cG9C53 vía @elpais_inter,"['fiscalía', 'antiterrorista', 'asume', 'investigación', 'ataque', 'parís', 'vía', 'elpais', 'inter']"
Miguel Rodríguez Torres es trasladado de emergencia al hospitalito de Fuerte Tiuna  https://t.co/6TTcasuhcY vía @ElPitazoTV,"['miguel', 'rodríguez', 'torres', 'trasladado', 'emergencia', 'hospitalito', 'fuerte', 'tiuna', 'vía', 'elpitazotv']"
@gladylisflores Hacemos el llamado para que tus padres se aboquen a la problemática del venado mechado.,"['gladylisflores', 'hacemos', 'llamado', 'padres', 'aboquen', 'problemática', 'venado', 'mechado']"
"@CBatiz @ElPitazoTV ¡Felicidades, César! Son un gran equipo. Merecido, saludos a todos, gran abrazo!","['cbatiz', 'elpitazotv', '¡felicidades', 'césar', 'gran', 'equipo', 'merecido', 'saludos', 'gran', 'abrazo']"
FELICIDADES!!!! 🎉🎉😀😀,"['felicidades', '🎉🎉😀😀']"
P!nk - Beautiful Trauma (Official Video)  https://t.co/L9aT97vJ2h,"['nk', 'beautiful', 'trauma', 'official', 'video']"
"Otr burla del gobierno. El único hospital que hay en San Félix, el Dr. Raúl Leoni, está en condiciones paupérrimas y sin pediátrico. #SanFelix necesita urgente otro hospital y repotenciar el existente. Pero para @NicolasMaduro no es prioridad.","['otr', 'burla', 'gobierno', 'único', 'hospital', 'san', 'félix', 'dr', 'raúl', 'leoni', 'condiciones', 'paupérrimas', 'pediátrico', 'sanfelix', 'necesita', 'urgente', 'hospital', 'repotenciar', 'existente', 'nicolasmaduro', 'prioridad']"
"@raulvejarw Yo te leería, caro mio.  Btw, has escrito algo sobre The Danish Girl? La vi este fin de semana y quiero hablar mucho sobre esa peli.","['raulvejarw', 'leería', 'caro', 'mio', 'btw', 'escrito', 'the', 'danish', 'girl', 'vi', 'fin', 'semana', 'quiero', 'hablar', 'peli']"
@oliverggl Game of Thrones,"['oliverggl', 'game', 'of', 'thrones']"
"@Dayidayi Oooh graciass, ya la buscaré 💙🎶","['dayidayi', 'oooh', 'graciass', 'buscaré', '💙🎶']"
Esta versión es increible | Miguel Bosé &amp; Ximena Sariñana - Aire Soy (Videoclip oficial)  https://t.co/xYWwBPEb6Y vía,"['versión', 'increible', 'miguel', 'bosé', 'amp', 'ximena', 'sariñana', 'aire', 'videoclip', 'oficial', 'vía']"
"“Sin reggaetón no hay Latin Grammy”: Maluma, Daddy Yankee, Nicky Jam y otros artistas urbanos alzaron su voz contra la Academia  https://t.co/NUc7S7JgX6","['reggaetón', 'latin', 'grammy”', 'maluma', 'daddy', 'yankee', 'nicky', 'jam', 'artistas', 'urbanos', 'alzaron', 'voz', 'academia']"
Sigur Rós - Ekki múkk [Official Music Video]  https://t.co/lQk6AX2Mja,"['sigur', 'rós', 'ekki', 'múkk', 'official', 'music', 'video']"
Importante 👇,['importante']
"Friends sigue siendo la serie con la que me río y me relajo no matter what is happening, a pesar de haberla visto mil veces. ¡Así de buena es! #Friends25thAnniversary #Friends25","['friends', 'sigue', 'siendo', 'serie', 'río', 'relajo', 'matter', 'what', 'is', 'happening', 'pesar', 'haberla', 'visto', 'mil', 'veces', '¡así', 'buena', 'friends', 'thanniversary', 'friends']"
Miguel Bose - Nena [feat. Paulina Rubio] (Official Music Video)  https://t.co/OwXQZFIvre,"['miguel', 'bose', 'nena', 'feat', 'paulina', 'rubio', 'official', 'music', 'video']"
🍻,[]
@GEDV86 JAJAJA,"['gedv', 'jajaja']"
"@surdaneta Felicidades, mi Shey. Eres grandes, son grandes!!","['surdaneta', 'felicidades', 'shey', 'grandes', 'grandes']"
