tweet,tweet_tokenized
"Más detalles sobre el pésimo servicio de agua potable y promesas incumplidas en mi nota para @ElPitazoTV de 18 noviembre de 2018: ""Hidrobolívar admite que acueducto y redes de distribución de agua en Puerto Ordaz están obsoletas""   https://t.co/A4U9uHYcWu","['detalles', 'pésimo', 'servicio', 'agua', 'potable', 'promesas', 'incumplidas', 'nota', 'elpitazotv', 'noviembre', 'hidrobolívar', 'admite', 'acueducto', 'redes', 'distribución', 'agua', 'puerto', 'ordaz', 'obsoletas']"
El acceso a agua potable por tuberías es un derecho humano que en el municipio Caroní el Estado NO garantiza. Y no hay excusas.   #HidrobolívarResuelveElProblemaDelAguaYa,"['acceso', 'agua', 'potable', 'tuberías', 'derecho', 'humano', 'municipio', 'caroní', 'garantiza', 'excusas', 'hidrobolívarresuelveelproblemadelaguaya']"
Son poquísimos los lugares del municipio Caroní donde hay agua 24/7. Casi todas padecen por incumplimiento de la estatal encargada del agua: hace 10 años se planteó construir una Unidad Potabilizadora de Agua en Cambalache para desvincularlo del ac. de Toro Muerto...,"['poquísimos', 'lugares', 'municipio', 'caroní', 'agua', 'casi', 'todas', 'padecen', 'incumplimiento', 'estatal', 'encargada', 'agua', 'hace', 'años', 'planteó', 'construir', 'unidad', 'potabilizadora', 'agua', 'cambalache', 'desvincularlo', 'ac', 'toro', 'muerto']"
"DOS AÑOS DESPUÉS, es evidente que @Hidrobolivar_  NO ha concluido ninguna obra de envergadura p/ resolver el problema del agua potable en #Guayana  Mientras tanto, los guayacitanos pasan la pandemia por Covid-19 sin agua, sin poder lavarse las manos ni higienizar adecuadamente.","['dos', 'años', 'después', 'evidente', 'hidrobolivar', 'concluido', 'ninguna', 'obra', 'envergadura', 'resolver', 'problema', 'agua', 'potable', 'guayana', 'mientras', 'guayacitanos', 'pasan', 'pandemia', 'covid', 'agua', 'poder', 'lavarse', 'manos', 'higienizar', 'adecuadamente']"
"""Zonas urbanas del eje Caujaro y Curagua se incorporarán al acueducto Suroeste (...) desvincular estos sectores le quitaría una demanda de 500 lts/segundo al acueducto de Toro Muerto, lo que permitirá que el Golfo 9, que surte a todo Alta Vista, pueda bombear más agua"".","['zonas', 'urbanas', 'eje', 'caujaro', 'curagua', 'incorporarán', 'acueducto', 'suroeste', 'desvincular', 'sectores', 'quitaría', 'demanda', 'lts', 'segundo', 'acueducto', 'toro', 'muerto', 'permitirá', 'golfo', 'surte', 'alta', 'vista', 'pueda', 'bombear', 'agua']"
"En 2018, @Hidrobolivar_ admitió que la red de distribución de agua en #PuertoOrdaz está obsoleta. Para ese momento prometieron desvincular algunas zonas de Unare del acueducto de Toro Muerto y conectarlas al acueducto Suroeste, para así restarle demanda a la primera planta...","['hidrobolivar', 'admitió', 'red', 'distribución', 'agua', 'puertoordaz', 'obsoleta', 'momento', 'prometieron', 'desvincular', 'zonas', 'unare', 'acueducto', 'toro', 'muerto', 'conectarlas', 'acueducto', 'suroeste', 'así', 'restarle', 'demanda', 'primera', 'planta']"
"Costos del agua: 1 botellón de agua de 20 litros vale 120mil bolívares y una cisterna de 10mil litros cuesta $40. En residencias Churún Merú hay 2 tanques de 40mil lts, es decir, los vecinos deberían reunir $320 para poder abastecerse pocos días, ante la negligencia del Estado.","['costos', 'agua', 'botellón', 'agua', 'litros', 'vale', 'mil', 'bolívares', 'cisterna', 'mil', 'litros', 'cuesta', 'residencias', 'churún', 'merú', 'tanques', 'mil', 'lts', 'decir', 'vecinos', 'deberían', 'reunir', 'poder', 'abastecerse', 'pocos', 'días', 'negligencia']"
"#Urgente Abro hilo sobre la situación del agua en #PuertoOrdaz, visto que en Alta Vista Norte tienen UNA SEMANA sin recibir agua por tuberías e @Hidrobolivar_ no les da la cara:  #Venezuela","['urgente', 'abro', 'hilo', 'situación', 'agua', 'puertoordaz', 'visto', 'alta', 'vista', 'norte', 'semana', 'recibir', 'agua', 'tuberías', 'hidrobolivar', 'da', 'cara', 'venezuela']"
Ucabista siempre 🧡 Felicidades!,"['ucabista', 'siempre', 'felicidades']"
Caffè corretto con la grappa alle 8 della mattina 😖  #TipoTranqui #LifeInItaly,"['caffè', 'corretto', 'grappa', 'alle', 'della', 'mattina', 'tipotranqui', 'lifeinitaly']"
@raulvejarw JAJAJA WTF,"['raulvejarw', 'jajaja', 'wtf']"
"Usualmente, los lunes me siento a planificar la semana (e incluir lo que dejé de hacer la semana anterior 😂)  Pero hoy me da flojera hasta sentarme a planificar.   Send help.","['usualmente', 'lunes', 'siento', 'planificar', 'semana', 'incluir', 'dejé', 'hacer', 'semana', 'anterior', 'hoy', 'da', 'flojera', 'sentarme', 'planificar', 'send', 'help']"
"Laven los platos de la cena en la noche. Dejarlos para la mañana es una trampa, de las peores.","['laven', 'platos', 'cena', 'noche', 'dejarlos', 'mañana', 'trampa', 'peores']"
Silversun Pickups - Lazy Eye (Official Video)  https://t.co/vH9irOl20D   I've been waiting for this moment all my life... but is not quite right🎵,"['silversun', 'pickups', 'lazy', 'eye', 'official', 'video', 've', 'been', 'waiting', 'for', 'this', 'moment', 'all', 'my', 'life', 'but', 'is', 'not', 'quite', 'right🎵']"
 https://t.co/1I8A0ubrVL,[]
"""This claim about election fraud is disputed"" #Election2020  https://t.co/AQhszbn37j","['this', 'claim', 'about', 'election', 'fraud', 'is', 'disputed', 'election']"
"@lorebornacelly Venía a decirte que no, no eres una seyora. Pero yo ya cumplí los 30 años así que te estoy hablando de seyora a seyora JAJA   #SeñoraLaPastilla","['lorebornacelly', 'venía', 'decirte', 'seyora', 'cumplí', 'años', 'así', 'hablando', 'seyora', 'seyora', 'jaja', 'señoralapastilla']"
"Decir que hay fraude electoral sin tener pruebas en las manos, O sin mostrarlas públicamente, es terrible. Destruye de a gratis la credibilidad en el sistema por egoísmo.","['decir', 'fraude', 'electoral', 'tener', 'pruebas', 'manos', 'mostrarlas', 'públicamente', 'terrible', 'destruye', 'gratis', 'credibilidad', 'sistema', 'egoísmo']"
@BGuban Jajajaja,"['bguban', 'jajajaja']"
¿Pero ya Biden ganó? ¿O hay que seguir contando los votos?   Qué angustia,"['¿pero', 'biden', 'ganó', '¿o', 'seguir', 'contando', 'votos', 'angustia']"
@raulvejarw Pruébalo,"['raulvejarw', 'pruébalo']"
"En medio del caos y la incertidumbre, Soda Stereo salió al rescate.","['medio', 'caos', 'incertidumbre', 'soda', 'stereo', 'salió', 'rescate']"
@nanutria @ChuchoRZ JAJAJAJAJA,"['nanutria', 'chuchorz', 'jajajajaja']"
@gladylisflores JAJA ay,"['gladylisflores', 'jaja', 'ay']"
"@LedVarela Como cuando trabajé en radio y hacía casi que todas las publicidades de la emisora gratis. Era la ""voz oficial"" de una farmacia y todo jajaja. Para ellos, mi trabajo valía el simple: ""Te estás dando a conocer, gana experiencia, aprovecha la oportunidad"".   Días hermosos #Not","['ledvarela', 'trabajé', 'radio', 'hacía', 'casi', 'todas', 'publicidades', 'emisora', 'gratis', 'voz', 'oficial', 'farmacia', 'jajaja', 'trabajo', 'valía', 'simple', 'dando', 'conocer', 'gana', 'experiencia', 'aprovecha', 'oportunidad', 'días', 'hermosos', 'not']"
Hoy casi casi puedo decir que sé instalar una lámpara de techo yo sola.  El problema está en el puedo jajaja  Cc: @eversalazar,"['hoy', 'casi', 'casi', 'puedo', 'decir', 'sé', 'instalar', 'lámpara', 'techo', 'sola', 'problema', 'puedo', 'jajaja', 'cc', 'eversalazar']"
@lorebornacelly Inconcebible,"['lorebornacelly', 'inconcebible']"
Acabo de revisar todas las solicitudes de mensajes que no había visto. Leí por primera vez mensajes que me enviaron en 2016  Me disculpo con todos. Soy una descuidada con la bandeja de entrada.,"['acabo', 'revisar', 'todas', 'solicitudes', 'mensajes', 'visto', 'leí', 'primera', 'vez', 'mensajes', 'enviaron', 'disculpo', 'descuidada', 'bandeja', 'entrada']"
La pesadilla sin fin,"['pesadilla', 'fin']"
#TruthNeverDies,['truthneverdies']
"De las peores noticias...  Compartí poco con Alfredo, pero sé que era un gran profesional, comprometido, alegre, divertido... Odio la pandemia, odio no poder hacer nada, odio saber que seguimos expuestos y que te tocó a ti.  Qepd, colega.  Mi abrazo fuerte a todos tus allegados.","['peores', 'noticias', 'compartí', 'alfredo', 'sé', 'gran', 'profesional', 'comprometido', 'alegre', 'divertido', 'odio', 'pandemia', 'odio', 'poder', 'hacer', 'odio', 'saber', 'seguimos', 'expuestos', 'tocó', 'qepd', 'colega', 'abrazo', 'fuerte', 'allegados']"
"@Bcfernandez30 Entré a Tw y esto fue lo primero que leí y me puse feliz yo también, en medio de tanta tragedia... Así que: auguri!!","['bcfernandez', 'entré', 'tw', 'primero', 'leí', 'puse', 'feliz', 'medio', 'tanta', 'tragedia', 'así', 'auguri']"
Proteste a Milano contro le misure anti Covid: lanciate bombe carta e bottiglie molotov  https://t.co/EhiLLXtLxT,"['proteste', 'milano', 'contro', 'misure', 'anti', 'covid', 'lanciate', 'bombe', 'carta', 'bottiglie', 'molotov']"
This is a story about a girl named Lucky,"['this', 'is', 'story', 'about', 'girl', 'named', 'lucky']"
Mira @nstrappazzonc,"['mira', 'nstrappazzonc']"
OMG,['omg']
Robbie Williams - Advertising Space (Official Video)  https://t.co/vRuFoeDS2A,"['robbie', 'williams', 'advertising', 'space', 'official', 'video']"
¿Qué haríamos en esta vida sin música?,"['¿qué', 'haríamos', 'vida', 'música']"
"Bueno aquí en #Italia aún no hay toque de queda nacional, pero bares y restaurantes estarán cerrados a partir de las 6pm, desde mañana hasta el 24 de noviembre.   jejejeje  Qué arrecho cómo un virus está replanteando al mundo entero.","['bueno', 'aquí', 'italia', 'aún', 'toque', 'queda', 'nacional', 'bares', 'restaurantes', 'cerrados', 'partir', 'pm', 'mañana', 'noviembre', 'jejejeje', 'arrecho', 'cómo', 'virus', 'replanteando', 'mundo', 'entero']"
@TovarGrill Gracias!,"['tovargrill', 'gracias']"
@Mcorinita Gracias!,"['mcorinita', 'gracias']"
@wingate_order Gracias!,"['wingate', 'order', 'gracias']"
@CarolinaZamora Gracias!,"['carolinazamora', 'gracias']"
@rmauvargeo Gracias!,"['rmauvargeo', 'gracias']"
@gaban50 gracias!,"['gaban', 'gracias']"
Por aquí alguien me puede ayudar: ¿Con qué courier se pueden enviar cosas desde EEUU a Venezuela de forma segura?,"['aquí', 'alguien', 'puede', 'ayudar', '¿con', 'courier', 'pueden', 'enviar', 'cosas', 'eeuu', 'venezuela', 'forma', 'segura']"
"En 2017 vi a entrevisté a una mujer que lloraba desconsoladamente hosp. Uyapar. Una allegada suya me dijo: ""Su hijo de 4 años se quemó todo"". No tenían gas, intentaron prender el fogón con queroseno y ocurrió el accidente.   Son 3 años de escasez de gas, de infierno...","['vi', 'entrevisté', 'mujer', 'lloraba', 'desconsoladamente', 'hosp', 'uyapar', 'allegada', 'dijo', 'hijo', 'años', 'quemó', 'gas', 'intentaron', 'prender', 'fogón', 'queroseno', 'ocurrió', 'accidente', 'años', 'escasez', 'gas', 'infierno']"
"@nstrappazzonc Así es, con la excepción de los supermercados, que ganaron como nunca con el lockdown (porque sólo se podía hacer mercado y ya jaja), todo está jaque mate, prácticamente.","['nstrappazzonc', 'así', 'excepción', 'supermercados', 'ganaron', 'nunca', 'lockdown', 'sólo', 'podía', 'hacer', 'mercado', 'jaja', 'jaque', 'mate', 'prácticamente']"
"Justo hoy hablé con un dueño de un hotel en San Martino di Castrozza (alpes italianos) y aseguraba que si sucediera una restricción de movilidad turística en la temporada invernal, sería su quiebra. Y la de muchos en el país.","['justo', 'hoy', 'hablé', 'dueño', 'hotel', 'san', 'martino', 'di', 'castrozza', 'alpes', 'italianos', 'aseguraba', 'si', 'sucediera', 'restricción', 'movilidad', 'turística', 'temporada', 'invernal', 'quiebra', 'país']"
"En #Italia se esperan nuevas medidas por la segunda oleada de #Covid19. No ha hablado el Premier, seguimos esperando, pero se rumora nuevas restricciones para restaurantes y gimnasios, así como educación desde casa para los liceos","['italia', 'esperan', 'nuevas', 'medidas', 'segunda', 'oleada', 'covid', 'hablado', 'premier', 'seguimos', 'esperando', 'rumora', 'nuevas', 'restricciones', 'restaurantes', 'gimnasios', 'así', 'educación', 'casa', 'liceos']"
La carbonara no lleva crema de leche (bis),"['carbonara', 'lleva', 'crema', 'leche', 'bis']"
@lorebornacelly JAJAJA,"['lorebornacelly', 'jajaja']"
"@elias_rivas @Leonervis Y yo no desmerito a Vives. Comparto todo lo que dices, me encanta él, pero no dejemos de lado a Shaki","['elias', 'rivas', 'leonervis', 'desmerito', 'vives', 'comparto', 'dices', 'encanta', 'dejemos', 'lado', 'shaki']"
"@elias_rivas @Leonervis ... mucha más gente conoce de Colombia por Shakira. Y por eso para mí es la más grande ❤ llegó a la cima de todo y grita ""Colombia grande"" y ""barranquilleraaaaa"" hasta en París!","['elias', 'rivas', 'leonervis', 'mucha', 'gente', 'conoce', 'colombia', 'shakira', 'grande', 'llegó', 'cima', 'grita', 'colombia', 'grande', 'barranquilleraaaaa', 'parís']"
"@elias_rivas @Leonervis O sea. Está en la letra de uno de sus éxitos más top, incluyendo tonadas de cumbia... creo que, aunque si bien no es cantante de música colombiana como sí Carlos Vives....","['elias', 'rivas', 'leonervis', 'letra', 'éxitos', 'top', 'incluyendo', 'tonadas', 'cumbia', 'creo', 'aunque', 'si', 'bien', 'cantante', 'música', 'colombiana', 'carlos', 'vives']"
"@elias_rivas @Leonervis Es todo muy válido, pero Shakira hace referencia a su país en su música y sus conciertos. No es sólo que se diga porque ella nació ahí.  ""Señorita, feel the conga, let me see you move like you come from Colombia"" ""Mira en Barranquilla se baila así""","['elias', 'rivas', 'leonervis', 'válido', 'shakira', 'hace', 'referencia', 'país', 'música', 'conciertos', 'sólo', 'diga', 'nació', 'ahí', 'señorita', 'feel', 'the', 'conga', 'let', 'see', 'you', 'move', 'like', 'you', 'come', 'from', 'colombia', 'mira', 'barranquilla', 'baila', 'así']"
@Leonervis @elias_rivas  https://t.co/PydoKEzeLe,"['leonervis', 'elias', 'rivas']"
"@Leonervis @elias_rivas Exacto, Elías, qué pasa con Shakira?  https://t.co/rTKD64Tixr","['leonervis', 'elias', 'rivas', 'exacto', 'elías', 'pasa', 'shakira']"
@raulvejarw Que lo anuncie junto a Lady Gaga para creerle,"['raulvejarw', 'anuncie', 'junto', 'lady', 'gaga', 'creerle']"
"@HeislerSin 😂😂 y te entretiene? O es sólo una habilidad y ya?  No vale, no hay problema","['heislersin', '😂😂', 'entretiene', 'sólo', 'habilidad', 'vale', 'problema']"
@danizuritac Horrible 😂,"['danizuritac', 'horrible']"
No puedo creer que el año pasado intenté aprender a tejer... fui a un curso...  What was I thinking?,"['puedo', 'creer', 'año', 'pasado', 'intenté', 'aprender', 'tejer', 'curso', 'what', 'was', 'thinking']"
"Es indignante que allanen un periódico y acosen a periodistas honestos como si se tratara de un grupo criminal, mientras las mafias y sus capos operan a sus anchas en #Venezuela. Eso es la dictadura.   Mi admiración, respeto y apoyo siempre a todo el equipo @CorreodelCaroni","['indignante', 'allanen', 'periódico', 'acosen', 'periodistas', 'honestos', 'si', 'tratara', 'grupo', 'criminal', 'mientras', 'mafias', 'capos', 'operan', 'anchas', 'venezuela', 'dictadura', 'admiración', 'respeto', 'apoyo', 'siempre', 'equipo', 'correodelcaroni']"
"#InformarNoEsDelito Es injusto, es arbitrario, es indignante lo que sucede hoy en @CorreodelCaroni , un allanamiento de su sede por 6 horas.  @mramirezcabello fue llevada a declarar a la sede del Sebin, cuerpo de inteligencia del gobierno venezolano","['informarnoesdelito', 'injusto', 'arbitrario', 'indignante', 'sucede', 'hoy', 'correodelcaroni', 'allanamiento', 'sede', 'horas', 'mramirezcabello', 'llevada', 'declarar', 'sede', 'sebin', 'cuerpo', 'inteligencia', 'gobierno', 'venezolano']"
Informar no es delito,"['informar', 'delito']"
David Lindhagen,"['david', 'lindhagen']"
@lorebornacelly 💛,['lorebornacelly']
"@periodistas_ve @julepineda @ValeriaPedicini @MariiVallejo @DLatitudes ¡Felicidades, chicas! 🤗","['periodistas', 've', 'julepineda', 'valeriapedicini', 'mariivallejo', 'dlatitudes', '¡felicidades', 'chicas']"
#InformarNoEsDelito,['informarnoesdelito']
"""Love is lacking leaders... and leaders are lacking love"". Shakira - Octavo Día (from Live &amp; Off the Record)  https://t.co/coFFTRf7BM","['love', 'is', 'lacking', 'leaders', 'and', 'leaders', 'are', 'lacking', 'love', 'shakira', 'octavo', 'día', 'from', 'live', 'amp', 'off', 'the', 'record']"
Soda Stereo - Fue (Me Verás Volver Gira 2007)  https://t.co/E6rMCLqTJ1,"['soda', 'stereo', 'verás', 'volver', 'gira']"
Bears. Beets. Battlestar galactica.,"['bears', 'beets', 'battlestar', 'galactica']"
P!nk - Whatever You Want (Official Video)  https://t.co/kQoAXLBzzV,"['nk', 'whatever', 'you', 'want', 'official', 'video']"
"@lorebornacelly con una lija, claramente","['lorebornacelly', 'lija', 'claramente']"
What We Still Don’t Know About President Trump’s Medical Condition  https://t.co/BXn3MFpg43,"['what', 'we', 'still', 'don’t', 'know', 'about', 'president', 'trump’s', 'medical', 'condition']"
Victoria para el Táchira,"['victoria', 'táchira']"
"El marketing de LinkedIn es una cosa...   ""Oriana, se están fijando en ti""... 'na guará 😂","['marketing', 'linkedin', 'cosa', 'oriana', 'fijando', 'na', 'guará']"
@lorebornacelly ah ah ah,"['lorebornacelly', 'ah', 'ah', 'ah']"
@lorebornacelly Holi,"['lorebornacelly', 'holi']"
"@CarlosCarli Esta la uso para correr, always! Good one","['carloscarli', 'uso', 'correr', 'always', 'good', 'one']"
"Hoy ni Chromatica me levanta el ánimo, so this is serious... ¿Qué música me recomiendan para animarme el día?","['hoy', 'chromatica', 'levanta', 'ánimo', 'so', 'this', 'is', 'serious', '¿qué', 'música', 'recomiendan', 'animarme', 'día']"
@Leonervis Yo lloro siempre en esa escena. No importa cuántas veces lo haya visto,"['leonervis', 'lloro', 'siempre', 'escena', 'importa', 'cuántas', 'veces', 'visto']"
@kattysalerno @AndreinaBorges Ahahah que viva el delivery entonces!,"['kattysalerno', 'andreinaborges', 'ahahah', 'viva', 'delivery', 'entonces']"
@arthard101 Samsung 😯,"['arthard', 'samsung']"
"@CarlosSuniagaG Hahaha es un Samsung común y corriente, viejito ya   Estoy impactada","['carlossuniagag', 'hahaha', 'samsung', 'común', 'corriente', 'viejito', 'impactada']"
"A mi teléfono le pasó un carro por encima. Aún no sé si una o las dos ruedas. Se me cayó al piso en el estacionamiento, piso de grama.   Sobrevivió.   Este tuit lo escribo como prueba de que sobrevivió.","['teléfono', 'pasó', 'carro', 'encima', 'aún', 'sé', 'si', 'dos', 'ruedas', 'cayó', 'piso', 'estacionamiento', 'piso', 'grama', 'sobrevivió', 'tuit', 'escribo', 'prueba', 'sobrevivió']"
En cualquier rueda de prensa del gobierno:,"['cualquier', 'rueda', 'prensa', 'gobierno']"
"Este año he dañado 3 audifonos. Los últimos acaban de morir.  Es una señal. O de dejar de usarlos tanto, o de no comprarme audifonos de menos de 10€ 😂","['año', 'dañado', 'audifonos', 'últimos', 'acaban', 'morir', 'señal', 'dejar', 'usarlos', 'comprarme', 'audifonos', 'menos']"
"@Violesantiagos ok acabo de descubrir lo del tapabocas, OMG","['violesantiagos', 'ok', 'acabo', 'descubrir', 'tapabocas', 'omg']"
@lanadiamaria Pero si es lo máximo,"['lanadiamaria', 'si', 'máximo']"
@MissBibian A punto!,"['missbibian', 'punto']"
@nstrappazzonc Ecco 😂,"['nstrappazzonc', 'ecco']"
"@CarlosCarli En Feltre, Veneto 😊 andas por Italia?? Saludos!!","['carloscarli', 'feltre', 'veneto', 'andas', 'italia', 'saludos']"
"@nstrappazzonc In fatti, alla fine gli ho detto ""pensi che parliamo di un film... poi no, non è un film"" 😂😂","['nstrappazzonc', 'in', 'fatti', 'alla', 'fine', 'gli', 'ho', 'detto', 'pensi', 'che', 'parliamo', 'di', 'film', 'poi', 'non', 'film', '😂😂']"
Acabo de explicar a unos italianos el paro petrolero de 2002 y que Chávez volvió.   No me creen.,"['acabo', 'explicar', 'italianos', 'paro', 'petrolero', 'chávez', 'volvió', 'creen']"
Llegó el momento de ver The Shining.   I'm ready,"['llegó', 'momento', 'ver', 'the', 'shining', 'ready']"
Me gustó demasiado el vídeo de 911 @ladygaga 💜,"['gustó', 'demasiado', 'vídeo', 'ladygaga']"
Too much ❤️,"['too', 'much', '❤️']"
Lady Gaga - 911  https://t.co/SfXYYYzpRf,"['lady', 'gaga']"
@lorebornacelly Me compré unos lentes nuevos que amo 💜,"['lorebornacelly', 'compré', 'lentes', 'nuevos', 'amo']"
"My biggest enemy is me, pop a 911 🎵 #LadyGaga esperando el short film de mi canción favorita de #Chromatica","['my', 'biggest', 'enemy', 'is', 'pop', 'ladygaga', 'esperando', 'short', 'film', 'canción', 'favorita', 'chromatica']"
"Justo cuando #TheOffice no podía ser mejor (en el mejor sentido de la frase) sale Will Ferrell como reemplazo de Steve Carell..   Me está dando algo, obvio. A penas voy por ese episodio.  https://t.co/0aO4277XuZ","['justo', 'theoffice', 'podía', 'ser', 'mejor', 'mejor', 'frase', 'sale', 'will', 'ferrell', 'reemplazo', 'steve', 'carell', 'dando', 'obvio', 'penas', 'voy', 'episodio']"
"Esta foto es una gran muestra de la desidia que es la gestión de la dictadura en #Bolivar. No sólo es el desastre del oro en el sur, es que no les importa absolutamente nada.   Me da una profunda tristeza","['foto', 'gran', 'muestra', 'desidia', 'gestión', 'dictadura', 'bolivar', 'sólo', 'desastre', 'oro', 'sur', 'importa', 'absolutamente', 'da', 'profunda', 'tristeza']"
"@rodriguezasecas Feliz cumpleaños, querida! Muy buena fecha Hahaha, abrazote!","['rodriguezasecas', 'feliz', 'cumpleaños', 'querida', 'buena', 'fecha', 'hahaha', 'abrazote']"
The Avalanches -  'Since I Left You'  https://t.co/MEJv9Fa17O   Una obra de arte.,"['the', 'avalanches', 'since', 'left', 'you', 'obra', 'arte']"
"@oliverggl JAJAJAJA ""LOS NECESITARÁS EN EL FUNERAL"", morí 😂😂😂  Amigo qué es pichanguear?","['oliverggl', 'jajajaja', 'necesitarás', 'funeral', 'morí', '😂😂😂', 'amigo', 'pichanguear']"
HBO se burló de todos nosotros 😔,"['hbo', 'burló']"
"@migueleduardo10 gracias, saludos!","['migueleduardo', 'gracias', 'saludos']"
"No es recomendable utilizar el make up por más tiempo del que indica este símbolo, así que trata de recordar cuando empezaste a usar cada producto para ir descartándolos...","['recomendable', 'utilizar', 'make', 'up', 'tiempo', 'indica', 'símbolo', 'así', 'trata', 'recordar', 'empezaste', 'usar', 'cada', 'producto', 'ir', 'descartándolos']"
"Hoy aprendí algo: para saber la fecha de vencimiento de tu maquillaje debes buscar en la etiqueta un símbolo de un frasco abierto, como en la foto. Eso quiere decir que dura 12 meses (12M) después de abierto... La cantidad de meses varía según el producto (6M, 12M, 24M y así...)  https://t.co/6qqzwMeXiX","['hoy', 'aprendí', 'saber', 'fecha', 'vencimiento', 'maquillaje', 'debes', 'buscar', 'etiqueta', 'símbolo', 'frasco', 'abierto', 'foto', 'quiere', 'decir', 'dura', 'meses', 'después', 'abierto', 'cantidad', 'meses', 'varía', 'según', 'producto', 'así']"
@Guiserviplus Genial! Gracias,"['guiserviplus', 'genial', 'gracias']"
"@DiceMario No sabía eso, qué súper!","['dicemario', 'sabía', 'súper']"
@cAguirrec Gracias! Saludos!,"['caguirrec', 'gracias', 'saludos']"
DDWIWDD (Dan Deacon “When I Was Done Dying”) | Off The Air | Adult Swim  https://t.co/D7a2ro24ke,"['ddwiwdd', 'dan', 'deacon', 'when', 'was', 'done', 'dying”', 'off', 'the', 'air', 'adult', 'swim']"
@carrascomiguel1 Gracias!,"['carrascomiguel', 'gracias']"
"@elgocholucha @lorebornacelly Mmmm tiene ambos servicios. El de streaming y, si estás suscrito a Prime, muchos productos te llegan más rápido que con la encomienda estándar, sin costo extra.","['elgocholucha', 'lorebornacelly', 'mmmm', 'ambos', 'servicios', 'streaming', 'si', 'suscrito', 'prime', 'productos', 'llegan', 'rápido', 'encomienda', 'estándar', 'costo', 'extra']"
@elqvixote Gracias!,"['elqvixote', 'gracias']"
"Compradores de Amazon... ¿Vale la pena tener Amazon Prime? Digo, más por los envíos rápidos que por el servicio de streaming... leo opiniones :)","['compradores', 'amazon', '¿vale', 'pena', 'tener', 'amazon', 'prime', 'digo', 'envíos', 'rápidos', 'servicio', 'streaming', 'leo', 'opiniones']"
Online shopping should not feel this good 😂,"['online', 'shopping', 'should', 'not', 'feel', 'this', 'good']"
@lorebornacelly :(,['lorebornacelly']
"Ayer escuché a un conocido decir ""el fascismo es la ideología (política) más justa que hay"".   Esto hay que debatirlo hoy @eversalazar #PamelaSinTwitter","['ayer', 'escuché', 'conocido', 'decir', 'fascismo', 'ideología', 'política', 'justa', 'debatirlo', 'hoy', 'eversalazar', 'pamelasintwitter']"
@Leonervis jajajaja qué peligro,"['leonervis', 'jajajaja', 'peligro']"
"@Leonervis Todo al ojo por ciento, no mido nada, pero sí pruebo al final para rectificar sal y esas cosas.","['leonervis', 'ojo', 'ciento', 'mido', 'pruebo', 'final', 'rectificar', 'sal', 'cosas']"
@acalatrava60 Ah ok,"['acalatrava', 'ah', 'ok']"
Conoces una persona agradable y luego la escuchas decir que es anti vacunas. En tiempos de pandemia de Covid19.  Los anti vacunas son demasiados. La ignorancia da mucho miedo.,"['conoces', 'persona', 'agradable', 'luego', 'escuchas', 'decir', 'anti', 'vacunas', 'tiempos', 'pandemia', 'covid', 'anti', 'vacunas', 'demasiados', 'ignorancia', 'da', 'miedo']"
Google Docs es absolutamente eficiente,"['google', 'docs', 'absolutamente', 'eficiente']"
"@Nassedoh JAJAJA 😂  estoy en un capullo, caro mio, pero sigo confiando en la medicina occidental. Excepto cuando se trata de quemarme con el sartén: ahí es cuando interviene Acquafresh","['nassedoh', 'jajaja', 'capullo', 'caro', 'mio', 'sigo', 'confiando', 'medicina', 'occidental', 'excepto', 'trata', 'quemarme', 'sartén', 'ahí', 'interviene', 'acquafresh']"
"La crema dental sirve demasiado para las quemadas leves... Me quemé los dedos con un sartén caliente y me la eché de inmediato y aunque me ardió horrible como por una hora, estoy bien :)   Funcionó!","['crema', 'dental', 'sirve', 'demasiado', 'quemadas', 'leves', 'quemé', 'dedos', 'sartén', 'caliente', 'eché', 'inmediato', 'aunque', 'ardió', 'horrible', 'hora', 'bien', 'funcionó']"
@danielajtb Recuerdo que la alcaldía prohibió esos saltos en una ordenanza y un chamo fue al periódico a declarar y pedir que los permitieran. Que eran su diversión,"['danielajtb', 'recuerdo', 'alcaldía', 'prohibió', 'saltos', 'ordenanza', 'chamo', 'periódico', 'declarar', 'pedir', 'permitieran', 'diversión']"
No sé cómo pasé tanto tiempo sin ver The Office. No paro de reír.,"['sé', 'cómo', 'pasé', 'tiempo', 'ver', 'the', 'office', 'paro', 'reír']"
Nena - Irgendwie Irgendwo Irgendwann (Original 1984)  https://t.co/gGVmz4ojoG,"['nena', 'irgendwie', 'irgendwo', 'irgendwann', 'original']"
@lorebornacelly La cocina es tu pasión,"['lorebornacelly', 'cocina', 'pasión']"
Hay tormenta. Parpadearon las luces. Alguien debe estar viajando en el tiempo   #Dark,"['tormenta', 'parpadearon', 'luces', 'alguien', 'debe', 'viajando', 'tiempo', 'dark']"
Dark es alucinante,"['dark', 'alucinante']"
Cumplo el mismo día que Peggy Schmidt. Ahora sí creo en el horóscopo 😂😂  cc: @gladylisflores,"['cumplo', 'mismo', 'día', 'peggy', 'schmidt', 'ahora', 'creo', 'horóscopo', '😂😂', 'cc', 'gladylisflores']"
#FreeBritney,['freebritney']
@nstrappazzonc Purtroppo 😔,"['nstrappazzonc', 'purtroppo']"
