tweet,tweet_tokenized
"Today stats: 4 followers, 6 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 3 followers, 9 unfollowers via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'via']"
"Today stats: 2 followers, 8 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
CAMPEONEEEEEEEEEEEES NOJODAAAAAAAAA!,"['campeoneeeeeeeeeeees', 'nojodaaaaaaaaa']"
"Today stats: 5 followers, 4 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 6 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 9 unfollowers and followed 6 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Grande Murillo esperemos que vea minutos   https://t.co/UWot7NVXEG,"['grande', 'murillo', 'esperemos', 'vea', 'minutos']"
"Today stats: 4 followers, 7 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 12 followers, 4 unfollowers and followed 7 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 15 unfollowers and followed 6 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"@jesusdaaniels aun les queda una hora para hacerlo, tocará esperar...","['jesusdaaniels', 'aun', 'queda', 'hora', 'hacerlo', 'tocará', 'esperar']"
@jesusdaaniels no creo que pase eso.... Lo que pueden hacer es que se la pasan a CONMEBOL y no la publican.,"['jesusdaaniels', 'creo', 'pase', 'pueden', 'hacer', 'pasan', 'conmebol', 'publican']"
Chita tiene toda la semana en margarita cayéndose a curda y por eso no ha hecho la lista.,"['chita', 'toda', 'semana', 'margarita', 'cayéndose', 'curda', 'hecho', 'lista']"
"@ChitaDT publica la lista coño, igual si cometiste errores la gente te va criticar apenas la publiques ahorita o más tarde.","['chitadt', 'publica', 'lista', 'coño', 'igual', 'si', 'cometiste', 'errores', 'gente', 'va', 'criticar', 'apenas', 'publiques', 'ahorita', 'tarde']"
Estos becerros no publican la lista de los 30 convocados.,"['becerros', 'publican', 'lista', 'convocados']"
"@CarlosDBautista buenas noches, por casualidad manejas información de la hora de publicación de la lista de los convocados?.  Saludos.","['carlosdbautista', 'buenas', 'noches', 'casualidad', 'manejas', 'información', 'hora', 'publicación', 'lista', 'convocados', 'saludos']"
@MiMaltinPolar con una empanada de pollo.,"['mimaltinpolar', 'empanada', 'pollo']"
@MiMaltinPolar @DTVTotal claro que si!,"['mimaltinpolar', 'dtvtotal', 'claro', 'si']"
"Today stats: 4 followers, 11 unfollowers and followed one person via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'one', 'person', 'via']"
"Today stats: 7 followers, 6 unfollowers and followed 6 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 2 followers, 13 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 6 unfollowers and followed 6 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 7 unfollowers and followed 6 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Barcelona líquido la serie.,"['barcelona', 'líquido', 'serie']"
GOOOOOOOOOOOL NOJODAAAAAAAAAAAAAA.,"['goooooooooool', 'nojodaaaaaaaaaaaaaa']"
"Today stats: 5 followers, 6 unfollowers and followed 4 people via  http://t.co/dfk1Ur0JcJ","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Coño tener ratón un martes es muy ladilla.,"['coño', 'tener', 'ratón', 'martes', 'ladilla']"
"Today stats: 3 followers, 7 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Maldición no puedo ver el tomorrowland,"['maldición', 'puedo', 'ver', 'tomorrowland']"
@niTanLob0 igual no es fácil jajaja,"['nitanlob', 'igual', 'fácil', 'jajaja']"
@niTanLob0 marico si haces eso te vas a cocinar en las gradas Jajajajaja.,"['nitanlob', 'marico', 'si', 'haces', 'vas', 'cocinar', 'gradas', 'jajajajaja']"
"Today stats: 6 followers, 9 unfollowers and followed 5 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
CAMPEONES CARAJOOOOOOOO.,"['campeones', 'carajoooooooo']"
MAMAGUEVOOOOOOOOOOOOOO QUE GOOOOOOOOOOOL NOJODA,"['mamaguevoooooooooooooo', 'goooooooooool', 'nojoda']"
GOOOOOOOOOOOL MAMAGUEVOOOOOOOOOOO,"['goooooooooool', 'mamaguevooooooooooo']"
#LaCapitalEsAurinegra que nos mamen el guevo.,"['lacapitalesaurinegra', 'mamen', 'guevo']"
Vamos carajoooo #LaCapitalEsAurinegra,"['vamos', 'carajoooo', 'lacapitalesaurinegra']"
"Today stats: 6 followers, 10 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
@jesus2r @SoloFutbol_VE Si lo fue solo que ella no le dio responder y por eso no sale en el tweet de la pregunta,"['jesus', 'solofutbol', 've', 'si', 'solo', 'dio', 'responder', 'sale', 'tweet', 'pregunta']"
El tan esperado clásico esta muy cerca @DIRECTVSportsve #ElClásicoNacional,"['tan', 'esperado', 'clásico', 'cerca', 'directvsportsve', 'elclásiconacional']"
"Today stats: 3 followers, 13 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 6 unfollowers and followed 5 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Yo estaba esperando Afrojack.,"['esperando', 'afrojack']"
"Today stats: 4 followers, 7 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 11 unfollowers and followed 5 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 9 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
De 40 panas 38 son judas.,"['panas', 'judas']"
"Today stats: 9 followers, 8 unfollowers and followed 7 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 3 followers, 9 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 8 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"AURINEGROOOO PONGAN GUEVO QUE LOS ESTAMOS ESPERANDOOOOOO, AQUÍ EN PUEBLO NUEVO #TodosAPuebloNuevo","['aurinegroooo', 'pongan', 'guevo', 'esperandoooooo', 'aquí', 'pueblo', 'nuevo', 'todosapueblonuevo']"
VAMOOOOOOOOS AURINEGROOOO NOJODA #TodosAPuebloNuevo,"['vamoooooooos', 'aurinegroooo', 'nojoda', 'todosapueblonuevo']"
"Today stats: 3 followers, 5 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 3 followers, 10 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
@ovelio_fabian yo esperaba más del Real Madrid vs Atlético,"['ovelio', 'fabian', 'esperaba', 'real', 'madrid', 'vs', 'atlético']"
"@ovelio_fabian el partido de ida del Bayern-  porto porque el de vuelta fue un baile el de la juventus por momentos fue bueno, pero","['ovelio', 'fabian', 'partido', 'ida', 'bayern', 'porto', 'vuelta', 'baile', 'juventus', 'momentos', 'bueno']"
Que ladilla yo esperaba un buen partido por lo menos en los 4tos de final de la Champions.,"['ladilla', 'esperaba', 'buen', 'partido', 'menos', 'tos', 'final', 'champions']"
Esos fines de semana que tienen 4 días son los mejores....,"['fines', 'semana', 'días', 'mejores']"
"#AquiMandaElHampa por la corrupción que tenemos, los malandros disfrazados de policía  y la ineficacia de los cuerpos de seguridad.","['aquimandaelhampa', 'corrupción', 'malandros', 'disfrazados', 'policía', 'ineficacia', 'cuerpos', 'seguridad']"
#AquiMandaElHampa porque @NicolasMaduro no tiene las bolas para declararle la guerra al hampa.,"['aquimandaelhampa', 'nicolasmaduro', 'bolas', 'declararle', 'guerra', 'hampa']"
"Today stats: 7 followers, 6 unfollowers and followed 20 people via  http://t.co/dfk1Ur0JcJ","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Solo yo tengo esa suerte...,"['solo', 'suerte']"
Nojoda que ladilla.,"['nojoda', 'ladilla']"
No quede en carreras largas por un punto...............,"['quede', 'carreras', 'largas', 'punto']"
MALDITAAAAAAAAAAA SEAAAAAA.,"['malditaaaaaaaaaaa', 'seaaaaaa']"
Mañana publican los resultados de la USB.,"['mañana', 'publican', 'resultados', 'usb']"
"Today stats: 12 followers, 19 unfollowers and followed 6 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 7 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 9 followers, 5 unfollowers and followed 5 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 11 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 17 unfollowers and followed 5 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 5 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 10 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Aveces se ven unas vainas... JAJAJAJAJAJA,"['aveces', 'ven', 'unas', 'vainas', 'jajajajajaja']"
JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA MALDITA SEA  http://t.co/Aeha8Ha5ld,"['jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja', 'maldita']"
"Today stats: 7 followers, 7 unfollowers and followed 6 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 3 followers, 13 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 10 followers, 7 unfollowers and followed 9 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 15 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Siempre el aurinegro, el equipo con más historia del fútbol nacional. #FUTBOLTOTALDIRECTVDEPORTIVOTACHIRA","['siempre', 'aurinegro', 'equipo', 'historia', 'fútbol', 'nacional', 'futboltotaldirectvdeportivotachira']"
"Today stats: 6 followers, 11 unfollowers and followed 6 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 11 unfollowers and followed 4 people via  http://t.co/dfk1Ur0JcJ","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 12 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
#FUTBOLTOTALDIRECTVCRISTIANOBIEN Uno siempre grita cualquier gol que marque hasta jugando en la calle cualquier partido.,"['futboltotaldirectvcristianobien', 'siempre', 'grita', 'cualquier', 'gol', 'marque', 'jugando', 'calle', 'cualquier', 'partido']"
#FUTBOLTOTALDIRECTVCRISTIANOBIEN Esta bien celebrar todo los goles siempre y cuando no se le falte el respeto al rival.,"['futboltotaldirectvcristianobien', 'bien', 'celebrar', 'goles', 'siempre', 'falte', 'respeto', 'rival']"
"Today stats: 9 followers, 8 unfollowers and followed 9 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 7 unfollowers and followed 12 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Yo salgo más en clases a joder que en los puentes.,"['salgo', 'clases', 'joder', 'puentes']"
Que fiesta más ladilla.,"['fiesta', 'ladilla']"
Me pasa RT @IsOsmaryJ: Saben quién yo no fue a la playa en esta semana santa?,"['pasa', 'rt', 'isosmaryj', 'saben', 'quién', 'playa', 'semana', 'santa']"
Que arrechera esa gente que lo único que hacen es pedir favores.,"['arrechera', 'gente', 'único', 'hacen', 'pedir', 'favores']"
Hola.,['hola']
"Today stats: 5 followers, 8 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 10 unfollowers and followed 7 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 24 followers, 18 unfollowers and followed 17 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 11 followers, 10 unfollowers and followed 55 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 12 followers, 15 unfollowers and followed 10 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
@Carloss_David99 igual wn aprovechando las vacaciones.,"['carloss', 'david', 'igual', 'wn', 'aprovechando', 'vacaciones']"
@Carloss_David99 jajajaja Todo bien hermano?,"['carloss', 'david', 'jajajaja', 'bien', 'hermano']"
Con la actualizacion esa del whatsapp estan pasando unas vainas locas.,"['actualizacion', 'whatsapp', 'estan', 'pasando', 'unas', 'vainas', 'locas']"
@Carloss_David99 Callate negro mmg jajajajaja,"['carloss', 'david', 'callate', 'negro', 'mmg', 'jajajajaja']"
Siempre las vacaciones pasan tan rápido que no te da chance de hacer nada.,"['siempre', 'vacaciones', 'pasan', 'tan', 'rápido', 'da', 'chance', 'hacer']"
Me pasa RT @Barquisimetana_: Quiero twittear pero sin animos no se puede.,"['pasa', 'rt', 'barquisimetana', 'quiero', 'twittear', 'animos', 'puede']"
Ojala se de ese beta de mañana JAJAJAJAJA.,"['ojala', 'beta', 'mañana', 'jajajajaja']"
Aun sigo escuchando los sets de Skrillex y David Guetta.,"['aun', 'sigo', 'escuchando', 'sets', 'skrillex', 'david', 'guetta']"
Tener PC es otro beta.,"['tener', 'pc', 'beta']"
Se acuerdan de mi?.,['acuerdan']
Hola gente.,"['hola', 'gente']"
"Si no aprendemos a reírnos de nosotros mismos, siempre nos dolerá lo que digan los demás.","['si', 'aprendemos', 'reírnos', 'mismos', 'siempre', 'dolerá', 'digan', 'demás']"
"Today stats: 9 followers, 14 unfollowers and followed 22 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
La cagaron de pana  #ULTRALIVE,"['cagaron', 'pana', 'ultralive']"
CSM se cayó la conexión #ULTRALIVE,"['csm', 'cayó', 'conexión', 'ultralive']"
Queda poco coño #ULTRALIVE,"['queda', 'coño', 'ultralive']"
COÑO ASÍ ES NOJODA JAJAJAJA #ULTRALIVE,"['coño', 'así', 'nojoda', 'jajajaja', 'ultralive']"
Skrillex es tan crack que cada minuto es un ritmo diferente y todo cuadra perfecto y en el momento justo #ULTRALIVE,"['skrillex', 'tan', 'crack', 'cada', 'minuto', 'ritmo', 'diferente', 'cuadra', 'perfecto', 'momento', 'justo', 'ultralive']"
"Esta haciendo pedazos el MainStage, así es como se cierra el #ULTRALIVE","['haciendo', 'pedazos', 'mainstage', 'así', 'cierra', 'ultralive']"
Buen set de Skrillex #ULTRALIVE,"['buen', 'set', 'skrillex', 'ultralive']"
Rolo de show se está mandando  Skrillex #ULTRALIVE,"['rolo', 'show', 'mandando', 'skrillex', 'ultralive']"
Maldición se ve borroso pero se escucha bien  #ULTRALIVE,"['maldición', 've', 'borroso', 'escucha', 'bien', 'ultralive']"
Skrillex para terminar un increíble festival #ULTRALIVE,"['skrillex', 'terminar', 'increíble', 'festival', 'ultralive']"
Otro Nivel Guettate pasaste #ULTRALIVE,"['nivel', 'guettate', 'pasaste', 'ultralive']"
Temazo tras Temazo!! Que Grande eres @davidguetta  Gracias por hacernos disfrutar a lo Grande!! #ULTRALIVE #Ultra2015,"['temazo', 'tras', 'temazo', 'grande', 'davidguetta', 'gracias', 'hacernos', 'disfrutar', 'grande', 'ultralive', 'ultra']"
No les pasa que? #ULTRALIVE  http://t.co/QIzuvtSW9k,"['pasa', 'ultralive']"
Guetta sigue así que vas a tumbar Miami #ULTRALIVE,"['guetta', 'sigue', 'así', 'vas', 'tumbar', 'miami', 'ultralive']"
Que nunca se acabe este set por favor #ULTRALIVE,"['nunca', 'acabe', 'set', 'favor', 'ultralive']"
"Me pasa RT @JohanRojas_99: Ya se porque cuando dicen legenda, pienso en David Guetta! #ULTRALIVE","['pasa', 'rt', 'johanrojas', 'dicen', 'legenda', 'pienso', 'david', 'guetta', 'ultralive']"
Cuando dejo de tuitear es porque me concentró tanto que me olvido del mundo  #ULTRALIVE,"['dejo', 'tuitear', 'concentró', 'olvido', 'mundo', 'ultralive']"
De pana que me lo enloquece estos sets tan bestiales #ULTRALIVE,"['pana', 'enloquece', 'sets', 'tan', 'bestiales', 'ultralive']"
QUE VIVA LA ELECTRONICA NOJODA! #ULTRALIVE,"['viva', 'electronica', 'nojoda', 'ultralive']"
Imagínense a Skrillex ahorita cuando cierre #ULTRALIVE,"['imagínense', 'skrillex', 'ahorita', 'cierre', 'ultralive']"
Esto va ser épico! #ULTRALIVE,"['va', 'ser', 'épico', 'ultralive']"
Ojala siempre se viera la imagen así #ULTRALIVE,"['ojala', 'siempre', 'viera', 'imagen', 'así', 'ultralive']"
"Today stats: 5 followers, 10 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
JESUCRISTO! Don't you worry child! faltó Angello:( #ULTRALIVE,"['jesucristo', 'don', 'you', 'worry', 'child', 'faltó', 'angello', 'ultralive']"
QUE BESTIAS SON #ULTRALIVE,"['bestias', 'ultralive']"
Axwell &amp; Ingrosso simplemente Cracks #ULTRALIVE,"['axwell', 'amp', 'ingrosso', 'simplemente', 'cracks', 'ultralive']"
"Si Hardwell no tumba el Mainstage, nadie lo va hacer #ULTRALIVE","['si', 'hardwell', 'tumba', 'mainstage', 'nadie', 'va', 'hacer', 'ultralive']"
"SE PASOOOOO CON ESTA PARTE, QUE BESTIAL SUENA #ULTRALIVE","['pasooooo', 'parte', 'bestial', 'suena', 'ultralive']"
No duden que este set me lo descargo hoy mismo #ULTRALIVE,"['duden', 'set', 'descargo', 'hoy', 'mismo', 'ultralive']"
El Fucking canal aveces se ve bien y aveces no #ULTRALIVE,"['fucking', 'canal', 'aveces', 've', 'bien', 'aveces', 'ultralive']"
Hardwell es otro Nivel #ULTRALIVE,"['hardwell', 'nivel', 'ultralive']"
"Tener 3 reuniones en un día, no saber a cual ir, al final todas se cancelan y terminas en tu casa viendo el ultra.","['tener', 'reuniones', 'día', 'saber', 'ir', 'final', 'todas', 'cancelan', 'terminas', 'casa', 'viendo', 'ultra']"
Me pasa RT @MotivacionesF: Gritar un gol y sacar todo el estrés de tu cuerpo,"['pasa', 'rt', 'motivacionesf', 'gritar', 'gol', 'sacar', 'estrés', 'cuerpo']"
Viene Steve Aoki #ULTRALIVE,"['viene', 'steve', 'aoki', 'ultralive']"
"Esta bestial el ultra y eso que apenas comienza, ahora es que viene lo mejor. #ULTRALIVE","['bestial', 'ultra', 'apenas', 'comienza', 'ahora', 'viene', 'mejor', 'ultralive']"
Yo estoy esperando Armin Van Buuren #ULTRALIVE,"['esperando', 'armin', 'van', 'buuren', 'ultralive']"
"Today stats: 11 followers, 5 unfollowers and followed 8 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 8 unfollowers and followed 5 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 5 unfollowers and followed 7 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 9 unfollowers and followed 2 people via  http://t.co/dfk1Ur0JcJ","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Coño ahora la USB,"['coño', 'ahora', 'usb']"
UCAB!,['ucab']
Lo logre.,['logre']
"Today stats: 9 followers, 27 unfollowers and followed 14 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Cuando ustedes me daban favorito.  http://t.co/6EKn7eda2V,"['ustedes', 'daban', 'favorito']"
Aun no superó el clásico.,"['aun', 'superó', 'clásico']"
Mañana dan los resultados de la UCAB.,"['mañana', 'dan', 'resultados', 'ucab']"
Grandes muchachos.,"['grandes', 'muchachos']"
Suárez aparece en los momentos importantes que grande.,"['suárez', 'aparece', 'momentos', 'importantes', 'grande']"
GOOOOOOOOOOOL NOJODA SUÁREZ ERES UN CRACK.,"['goooooooooool', 'nojoda', 'suárez', 'crack']"
Partidazo.,['partidazo']
Esperando la mejor transmisión del clásico con  @giraltpablo @Alex_candal y @JPVarsky,"['esperando', 'mejor', 'transmisión', 'clásico', 'giraltpablo', 'alex', 'candal', 'jpvarsky']"
A esta hora empieza la ansiedad pre clasico,"['hora', 'empieza', 'ansiedad', 'pre', 'clasico']"
Hola.,['hola']
"Today stats: 11 followers, 22 unfollowers and followed 8 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Que ratas son JAJAJAJAJAJAJA.,"['ratas', 'jajajajajajaja']"
"Voy por ti USB, Segunda parte.","['voy', 'usb', 'segunda', 'parte']"
Buenos días.,"['buenos', 'días']"
"Today stats: 3 followers, 13 unfollowers via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'via']"
Que grande Murillo.,"['grande', 'murillo']"
"Today stats: 7 followers, 8 unfollowers and followed 10 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Esto RT @MotivacionesF: Maneras de humillar a alguien y haciéndole un caño.  http://t.co/yswIR9yKsO""","['rt', 'motivacionesf', 'maneras', 'humillar', 'alguien', 'haciéndole', 'caño']"
"Today stats: 8 followers, 11 unfollowers via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'via']"
"Today stats: 5 followers, 13 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Dormir toda la tarde &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;.,"['dormir', 'toda', 'tarde', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt']"
"Today stats: 3 followers, 14 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Suerte Vane, mucho éxito RT @VaneJimenezP: USB voy por tí🙏🔜""","['suerte', 'vane', 'éxito', 'rt', 'vanejimenezp', 'usb', 'voy', 'tí🙏🔜']"
USB.,['usb']
Que sea lo que dios quiera.,"['dios', 'quiera']"
"Today stats: 6 followers, 6 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Excelente día con las mejores @Mariangel27_  @rosangel_lima y @HeyIsCamilaRL las amo, Se tiene que repetir.","['excelente', 'día', 'mejores', 'mariangel', 'rosangel', 'lima', 'heyiscamilarl', 'amo', 'repetir']"
"Today stats: 7 followers, 13 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 4 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 17 unfollowers and followed 7 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Mucho mérito para la sub 17 que grandes. VAMOS TODAVÍA VINOTINTO.,"['mérito', 'sub', 'grandes', 'vamos', 'todavía', 'vinotinto']"
GOOOOOOOOOOOL CARAJO,"['goooooooooool', 'carajo']"
"Today stats: 4 followers, 16 unfollowers and followed one person via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'one', 'person', 'via']"
"Today stats: 5 followers, 6 unfollowers and followed one person via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'one', 'person', 'via']"
"Today stats: 4 followers, 8 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
UCAB Voy por ti!,"['ucab', 'voy']"
Que sea lo que dios quiera.,"['dios', 'quiera']"
"Today stats: 5 followers, 12 unfollowers via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'via']"
"Today stats: 3 followers, 17 unfollowers and followed 5 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 2 followers, 13 unfollowers and followed one person via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'one', 'person', 'via']"
