tweet,tweet_tokenized
"Today stats: 7 followers, 12 unfollowers and followed one person via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'one', 'person', 'via']"
"Today stats: 5 followers, 14 unfollowers and followed 2 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 8 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 11 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 10 unfollowers and followed 5 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 9 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 11 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 12 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 10 followers, 11 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Las mamaguevas pruebas de admisión me tienen ladillado.,"['mamaguevas', 'pruebas', 'admisión', 'ladillado']"
Llegue tarde para la joda de la Chama del CEVAZ.,"['llegue', 'tarde', 'joda', 'chama', 'cevaz']"
Hola.,['hola']
"Today stats: 6 followers, 9 unfollowers and followed 8 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 2 followers, 11 unfollowers via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'via']"
"Today stats: 9 followers, 5 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Que el SEBIN se lleve a Ledezma demuestra el desespero del gobierno.,"['sebin', 'lleve', 'ledezma', 'demuestra', 'desespero', 'gobierno']"
"Today stats: 6 followers, 11 unfollowers and followed 5 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 10 followers, 8 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
VAMOS AURINEGRO.,"['vamos', 'aurinegro']"
"Today stats: 10 followers, 7 unfollowers and followed 9 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 2 followers, 9 unfollowers and followed one person via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'one', 'person', 'via']"
"Today stats: 9 followers, 5 unfollowers and followed 10 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Ella siempre me llama a las 3 de la mañana, dice que soy su panaaaa el que le quita las ganas.","['siempre', 'llama', 'mañana', 'dice', 'panaaaa', 'quita', 'ganas']"
Feliz día.,"['feliz', 'día']"
Hola gente.,"['hola', 'gente']"
"Today stats: 6 followers, 13 unfollowers and followed 3 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 14 followers, 18 unfollowers and followed 11 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Clasificamos!.,['clasificamos']
Que grande Gelmin Ribas.,"['grande', 'gelmin', 'ribas']"
GOOOOOOOOL MAMAGUEVOOOOS.,"['gooooooool', 'mamaguevoooos']"
VAMOOOOOS AURINEGRO!.,"['vamooooos', 'aurinegro']"
"Today stats: 7 followers, 8 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 9 followers, 11 unfollowers and followed 10 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
#FutbolTotalDIRECTV es una persona normal y por tener un día muy malo en su trabajo no debería afectar su vida personal.,"['futboltotaldirectv', 'persona', 'normal', 'tener', 'día', 'malo', 'trabajo', 'debería', 'afectar', 'vida', 'personal']"
"#FutbolTotalDIRECTV No le veo nada de malo a la fiesta de cr7, seguro esa fiesta la habían cuadrado hace tiempo, al final de todo cr7...","['futboltotaldirectv', 'veo', 'malo', 'fiesta', 'cr', 'seguro', 'fiesta', 'cuadrado', 'hace', 'tiempo', 'final', 'cr']"
Nada como la goleada del atleti.,"['goleada', 'atleti']"
Hola.,['hola']
"Today stats: 8 followers, 15 unfollowers and followed 8 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 12 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"@Alex_candal candal que grande, tus predicciones en la mayoría de los casos se cumplen.","['alex', 'candal', 'candal', 'grande', 'predicciones', 'mayoría', 'casos', 'cumplen']"
"Today stats: 5 followers, 9 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 12 unfollowers and followed 4 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 8 unfollowers and followed 5 people via  http://t.co/dfk1Urik4h","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 10 unfollowers and followed 15 people via  http://t.co/dfk1Ur0JcJ","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 16 followers, 10 unfollowers and followed 10 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 10 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 11 unfollowers and followed 11 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 9 followers, 12 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 18 unfollowers and followed 5 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 13 followers, 12 unfollowers and followed 10 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"@JSalmasi Digalo, y el segundo gol la definición fue perfecta","['jsalmasi', 'digalo', 'segundo', 'gol', 'definición', 'perfecta']"
Mrk que grande Neymar.,"['mrk', 'grande', 'neymar']"
MALDICIOOOOON.,['maldiciooooon']
Buenas.,['buenas']
"Today stats: 12 followers, 9 unfollowers and followed 9 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 11 unfollowers and followed 8 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 14 followers, 20 unfollowers and followed 50 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
..........,[]
Buenas noches.,"['buenas', 'noches']"
Coño ganó Cólombia.,"['coño', 'ganó', 'cólombia']"
Yo cuando me preguntan por mis notas  http://t.co/96nOuNBQfY,"['preguntan', 'notas']"
marico JAJAJAJAJAAJAJAJAJAJAJAJAJAJSDASLDJAAJ.,"['marico', 'jajajajajaajajajajajajajajajsdasldjaaj']"
JAJAJAJAJA RT @Adoptad0: ¿Se imaginan que gane Miss USA y que por la emoción se le espiche la otra teta?,"['jajajajaja', 'rt', 'adoptad', '¿se', 'imaginan', 'gane', 'miss', 'usa', 'emoción', 'espiche', 'teta']"
No lo dudes RT @MariiaDs6: Me parece que quizás Venezuela fuera tenido mas labia al responder.,"['dudes', 'rt', 'mariiads', 'parece', 'quizás', 'venezuela', 'mas', 'labia', 'responder']"
"Digan quien ganó, si no está Venezuela pierde interés.","['digan', 'ganó', 'si', 'venezuela', 'pierde', 'interés']"
Ya hablando en serio será que miss Colombia es familia de Maduro?.,"['hablando', 'serio', 'miss', 'colombia', 'familia', 'maduro']"
Si Migbelis pasaba no duden que su respuesta fuera sido la mejor.,"['si', 'migbelis', 'pasaba', 'duden', 'respuesta', 'sido', 'mejor']"
@NiTanPicara pero mejor que las otras xD,"['nitanpicara', 'mejor', 'xd']"
Aun no me lo creó.,"['aun', 'creó']"
"Coño @chavezcandanga el vestido era para ti, tenias que hacer algo más.","['coño', 'chavezcandanga', 'vestido', 'tenias', 'hacer']"
"Coño no puede ser, que ladilla.","['coño', 'puede', 'ser', 'ladilla']"
CUANDO SACARON A VENEZUELA........  http://t.co/3lKxo05tdD,"['sacaron', 'venezuela']"
MALDICIOOOOOOOOOOOOOOOOOOOON.,['maldicioooooooooooooooooooon']
La siguiente es,['siguiente']
Coñoooooo,['coñoooooo']
Coño ahora si pega la presión.,"['coño', 'ahora', 'si', 'pega', 'presión']"
La clave del miss universo son las preguntas.,"['clave', 'miss', 'universo', 'preguntas']"
1- Venezuela.      2- Argentina.      3-Colombia.,"['venezuela', 'argentina', 'colombia']"
Nos querían hacer sufrir eso es todo.,"['querían', 'hacer', 'sufrir']"
Migbelis lleva por todos lados.,"['migbelis', 'lleva', 'lados']"
tu momento llegó @idoloroyce,"['momento', 'llegó', 'idoloroyce']"
"@Vane_Nathy si, es la más bella.","['vane', 'nathy', 'si', 'bella']"
La corona la van a entregar de venezolana a venezolana.,"['corona', 'van', 'entregar', 'venezolana', 'venezolana']"
Las Venezolanas siempre son las más bellas.,"['venezolanas', 'siempre', 'bellas']"
"Today stats: 10 followers, 15 unfollowers and followed 8 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 3 followers, 11 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 9 followers, 16 unfollowers and followed 6 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 9 unfollowers and followed 8 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
GOOOOOOOOOOOL MESSI NOJODA.,"['goooooooooool', 'messi', 'nojoda']"
@subalinka Hola,"['subalinka', 'hola']"
"Today stats: 8 followers, 16 unfollowers and followed 6 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Fucking gripe.,"['fucking', 'gripe']"
"Today stats: 6 followers, 8 unfollowers and followed 5 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 10 followers, 12 unfollowers and followed 6 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 8 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 14 followers, 11 unfollowers and followed 11 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 8 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 16 unfollowers and followed 7 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 5 unfollowers and followed 2 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Excelente poder ver al gochos después de tanto tiempo RT @freire44: Si saldra  a pichar johan dos inings o 45. Picheos a las 1020""","['excelente', 'poder', 'ver', 'gochos', 'después', 'tiempo', 'rt', 'freire', 'si', 'saldra', 'pichar', 'johan', 'dos', 'inings', 'picheos']"
"Today stats: 7 followers, 12 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 11 followers, 19 unfollowers and followed 11 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Lo que le faltaba a Messi para el partido perfecto.,"['faltaba', 'messi', 'partido', 'perfecto']"
GOOOOOOOOOOOL DE MESSI CARAJO,"['goooooooooool', 'messi', 'carajo']"
Parecia mano de Messi.,"['parecia', 'mano', 'messi']"
GOOOOOOOOOOOL SUÁREZ.,"['goooooooooool', 'suárez']"
Que grande Neymar.,"['grande', 'neymar']"
"@FCBarcelona_es este es nuestro 11 ideal, muy bien Luis Henrrique.","['fcbarcelona', 'ideal', 'bien', 'luis', 'henrrique']"
Visca Barça.,"['visca', 'barça']"
"Today stats: 11 followers, 16 unfollowers and followed 10 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
@ParteteGalleta Bien y tú?,"['partetegalleta', 'bien']"
Lo único que me gusta del Magallanes es que en su estadio ayer estaban cantando en contra del gobierno.,"['único', 'gusta', 'magallanes', 'estadio', 'ayer', 'cantando', 'gobierno']"
@ParteteGalleta Hola vale.,"['partetegalleta', 'hola', 'vale']"
Hola.,['hola']
"Today stats: 6 followers, 15 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 12 unfollowers and followed 6 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 17 unfollowers and followed 6 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Mamaguevo Arbeloa.,"['mamaguevo', 'arbeloa']"
@DIRECTVSports muchas gracias,"['directvsports', 'muchas', 'gracias']"
"Today stats: 7 followers, 17 unfollowers and followed 7 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Ami no me importa si en @McDonalds_VE  tienen papas yucas aerepas, me importa Venezuela y que despierten YAAAAAAAAAAAAAAAAAAAAAA","['ami', 'importa', 'si', 'mcdonalds', 've', 'papas', 'yucas', 'aerepas', 'importa', 'venezuela', 'despierten', 'yaaaaaaaaaaaaaaaaaaaaaa']"
Me duele la fucking rodilla.,"['duele', 'fucking', 'rodilla']"
@Carloss_David99 Siempre pasa jajajaja.,"['carloss', 'david', 'siempre', 'pasa', 'jajajaja']"
@_itsalbaa Es mejor que el tlf,"['itsalbaa', 'mejor', 'tlf']"
Siganme en IG: Jorge_Vilo,"['siganme', 'ig', 'jorge', 'vilo']"
Hola.,['hola']
"Today stats: 9 followers, 10 unfollowers and followed 5 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Buenas noches.,"['buenas', 'noches']"
Me voy.,['voy']
@NicolasMaduro Marico activa el cupo electrónico.,"['nicolasmaduro', 'marico', 'activa', 'cupo', 'electrónico']"
1 de enero RT @Kitsnagla: ¿Que fecha es hoy?,"['enero', 'rt', 'kitsnagla', '¿que', 'fecha', 'hoy']"
@ValerieCldr DM,"['valeriecldr', 'dm']"
Ya les di Unfollow a todos los divos que me dejaron de seguir.,"['di', 'unfollow', 'divos', 'dejaron', 'seguir']"
@ParteteGalleta gracias,"['partetegalleta', 'gracias']"
Ustedes todavía usan listas para leer los tweets?.,"['ustedes', 'todavía', 'usan', 'listas', 'leer', 'tweets']"
Esta haciendo un frió que no juega.,"['haciendo', 'frió', 'juega']"
"JAJAJAJHSJHSHSJH RT @Kitsnagla: Papi te gusta lo edificio que vibran, te gusta lo edificio que vibran ah ah ah..","['jajajajhsjhshsjh', 'rt', 'kitsnagla', 'papi', 'gusta', 'edificio', 'vibran', 'gusta', 'edificio', 'vibran', 'ah', 'ah', 'ah']"
@ValerieCldr Si eso es una pagina que la usan para conocer gente pero no se porque hace tanto spam,"['valeriecldr', 'si', 'pagina', 'usan', 'conocer', 'gente', 'hace', 'spam']"
"@ValerieCldr es un Spam que le manda un DM a la gente que dice "" Conectémonos en Badoo: @badoo_E""  ya me han llegado como 20.","['valeriecldr', 'spam', 'manda', 'dm', 'gente', 'dice', 'conectémonos', 'badoo', 'badoo', 'llegado']"
@Carloss_David99 si mano y tú?,"['carloss', 'david', 'si', 'mano']"
"Que ladilla esos DM que dicen "" Conectémonos en Badoo: @badoo_E""","['ladilla', 'dm', 'dicen', 'conectémonos', 'badoo', 'badoo']"
Coño último día de vacaciones.,"['coño', 'último', 'día', 'vacaciones']"
@Carloss_David99 el gay es un Negro que vive en la quinta llamado Carlos jajaja.,"['carloss', 'david', 'gay', 'negro', 'vive', 'quinta', 'llamado', 'carlos', 'jajaja']"
Hola.,['hola']
"Today stats: 7 followers, 18 unfollowers and followed 5 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Maldición hasta cuando esto.,['maldición']
"Today stats: 9 followers, 19 unfollowers and followed 12 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Les tengo que dar unfollow a todos los becerros que me dejaron de seguir.,"['dar', 'unfollow', 'becerros', 'dejaron', 'seguir']"
¿Y los favs?.,"['¿y', 'favs']"
Siempre paso todo el día con sueño y en la noche se me quita.,"['siempre', 'paso', 'día', 'sueño', 'noche', 'quita']"
"Today stats: 11 followers, 13 unfollowers and followed 5 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
#SiempreCaraquista en las buenas y en las malas pero necesitamos ya otra gerencia #AvilayZerpaRenuncienYA,"['siemprecaraquista', 'buenas', 'malas', 'necesitamos', 'gerencia', 'avilayzerparenuncienya']"
FUERA ÁVILA Y ZERPA CON UNA GERENCIA ASÍ NO LOGRAREMOS NADA #LosCaraquistasExigimosNuevaGerencia,"['ávila', 'zerpa', 'gerencia', 'así', 'lograremos', 'loscaraquistasexigimosnuevagerencia']"
"Vamos Nojoda RT @leones_cbbc: Lineup del juego de hoy - Transmisión: Venevision #SiempreCaracaquista  http://t.co/Vvypf0VgWO""","['vamos', 'nojoda', 'rt', 'leones', 'cbbc', 'lineup', 'juego', 'hoy', 'transmisión', 'venevision', 'siemprecaracaquista']"
@alerod250186 @germancartaya me parece bien que lanze Negrin mejoró mucho al final  de temporada y watanabe debería lanzarle a cardenales,"['alerod', 'germancartaya', 'parece', 'bien', 'lanze', 'negrin', 'mejoró', 'final', 'temporada', 'watanabe', 'debería', 'lanzarle', 'cardenales']"
"Excelente que se recuperó RT @leones_cbbc: Miguel Socolovich ingresa en el roster por Jesús Aguilar""","['excelente', 'recuperó', 'rt', 'leones', 'cbbc', 'miguel', 'socolovich', 'ingresa', 'roster', 'jesús', 'aguilar']"
"Today stats: 4 followers, 13 unfollowers and followed 5 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
@jqoriginal @tiburones_net @atilanohidalgo excelente que tiburones tenga su animación para repetir lo del 22 de diciembre... Vamos Leones,"['jqoriginal', 'tiburones', 'net', 'atilanohidalgo', 'excelente', 'tiburones', 'animación', 'repetir', 'diciembre', 'vamos', 'leones']"
Coño que sueño.,"['coño', 'sueño']"
@emedemanu_ Feliz año \o/,"['emedemanu', 'feliz', 'año']"
@PeerezEsthefany dicen que el 7 de enero,"['peerezesthefany', 'dicen', 'enero']"
@OyeSoyElsa Feliz año ❤,"['oyesoyelsa', 'feliz', 'año']"
Buenas tardes gente.,"['buenas', 'tardes', 'gente']"
Nos leemos después ya me Ladille.,"['leemos', 'después', 'ladille']"
@iamyahs tan temprano?,"['iamyahs', 'tan', 'temprano']"
¿Y la curda?,"['¿y', 'curda']"
@deynac18 ve los snap,"['deynac', 've', 'snap']"
"Today stats: 5 followers, 7 unfollowers and followed 7 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Ya vengo.,['vengo']
"Que fuerte RT @ladisgm: Nadie esta castigada un 31,solo yo","['fuerte', 'rt', 'ladisgm', 'nadie', 'castigada', 'solo']"
Quien tiene luz propia incómoda al que esta en la oscuridad.,"['luz', 'propia', 'incómoda', 'oscuridad']"
Leones @leones_cbbc a ganar mañana los 2 juegos y más nada.,"['leones', 'leones', 'cbbc', 'ganar', 'mañana', 'juegos']"
@Lphm_ con ya no hay el ambiente que habia antes...,"['lphm', 'ambiente', 'habia']"
Soy yo o este año estuvo todo mas aburrido?.,"['año', 'mas', 'aburrido']"
"Curdos, fue el corrector yo estoy bien jajaja.","['curdos', 'corrector', 'bien', 'jajaja']"
@Isaacjaimesdb coño jajaja Fucking corrector,"['isaacjaimesdb', 'coño', 'jajaja', 'fucking', 'corrector']"
"@Otra_Pianista Feliz año, muchos éxitos!","['pianista', 'feliz', 'año', 'éxitos']"
Ya están cursos?.,['cursos']
@Otra_Pianista si vale voy a ver si pongo una de estos días Jajajaja,"['pianista', 'si', 'vale', 'voy', 'ver', 'si', 'pongo', 'días', 'jajajaja']"
Tengo un año con este avatar JAJAJAJAJA.,"['año', 'avatar', 'jajajajaja']"
Tarde pero seguro.,"['tarde', 'seguro']"
FELIZ AÑOOOO GENTE...,"['feliz', 'añoooo', 'gente']"
"Today stats: 12 followers, 14 unfollowers and followed 10 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 3 followers, 12 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Comer hallaca a esta hora &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;.,"['comer', 'hallaca', 'hora', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt']"
"Today stats: 7 followers, 8 unfollowers and followed 6 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Qué raro twitter cayéndose en diciembre.,"['raro', 'twitter', 'cayéndose', 'diciembre']"
Ya vengo me voy a bañar.,"['vengo', 'voy', 'bañar']"
@Gord0Vag0 pero nada mas le paso al android por lo que veo,"['gord', 'vag', 'mas', 'paso', 'android', 'veo']"
Pensé que habían hackeado el Twitter.,"['pensé', 'hackeado', 'twitter']"
@Gord0Vag0 a mi también me pasó igual.,"['gord', 'vag', 'pasó', 'igual']"
#Siempre53 Bob Abreu quedara grabado sus momentos con los Leones del Caracas.,"['siempre', 'bob', 'abreu', 'quedara', 'grabado', 'momentos', 'leones', 'caracas']"
"Today stats: 5 followers, 14 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Que grande Alex González.,"['grande', 'alex', 'gonzález']"
"HOME RUN NOJODAAAAAAAAAA, ESO ES ALEX GONZÁLEZ PAPA.","['home', 'run', 'nojodaaaaaaaaaa', 'alex', 'gonzález', 'papa']"
"VAMOS CARAJO!  RT @leones_cbbc: Lineup para el juego de hoy - Transmisión: Venevision  http://t.co/gq3pcXrJAK""","['vamos', 'carajo', 'rt', 'leones', 'cbbc', 'lineup', 'juego', 'hoy', 'transmisión', 'venevision']"
"Today stats: 5 followers, 11 unfollowers and followed 6 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 9 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Otros tienen la resaca o el ratón.,"['resaca', 'ratón']"
Hoy todos tenemos nuestras mejores ojeras.,"['hoy', 'mejores', 'ojeras']"
Buenas.,['buenas']
Pasen la de ron  a ver si se activan.,"['pasen', 'ron', 'ver', 'si', 'activan']"
@iUnaMadridista_ Feliz navidad bb!,"['iunamadridista', 'feliz', 'navidad', 'bb']"
Que 24 tan malo.,"['tan', 'malo']"
"Today stats: 9 followers, 10 unfollowers and followed 7 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Regalenme una hallaca.,"['regalenme', 'hallaca']"
"Si no te ha tocado el gordo de la lotería ni el gordo de Papá Noel, estás de suerte: he engordado unos kilos. ¿Quieres que te toque yo?.","['si', 'tocado', 'gordo', 'lotería', 'gordo', 'papá', 'noel', 'suerte', 'engordado', 'kilos', '¿quieres', 'toque']"
"Feliz navidad! RT @MedicenBecha: Feliz Navidad amigos🎄.""","['feliz', 'navidad', 'rt', 'medicenbecha', 'feliz', 'navidad', 'amigos🎄']"
No hay nada igual al 31 de diciembre.,"['igual', 'diciembre']"
Ya se olvidaron de mi?,['olvidaron']
FELIZ NAVIDAD TUITEROS.,"['feliz', 'navidad', 'tuiteros']"
"Today stats: 5 followers, 11 unfollowers and followed one person via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'one', 'person', 'via']"
"Today stats: 10 followers, 8 unfollowers and followed 6 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 19 unfollowers and followed 5 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 9 followers, 5 unfollowers and followed 9 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 20 unfollowers and followed 3 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Instagram me quito 250 seguidores...,"['instagram', 'quito', 'seguidores']"
Leones tiene que clasificar.,"['leones', 'clasificar']"
"Today stats: 6 followers, 13 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
#FutbolTotalDIRECTVBarcelona,['futboltotaldirectvbarcelona']
"Today stats: 9 followers, 11 unfollowers and followed 9 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
